GameUID,TeamID,EndID,PowerPlay,Has_Hammer,Result,CumulativeScore,OpponentID,OpponentCumulative,ScoreDiff,PrevScoreDiff,Tendency_PP_Right,Tendency_PP_Left,BurialDepth,GuardAngle,ClusterIndex,SideOpenness,PP_NONE,PP_LEFT,PP_RIGHT
0_10_1,22,5,0.0,0,0,7,20,7,0,3.0,0.425,0.575,72.25887433657756,-1.520201563835144,0.4723809523809523,0.4,1.0,0.0,0.0
0_10_1,22,6,2.0,1,0,7,20,7,0,0.0,0.425,0.575,380.9013159556842,0.9544393062591553,0.15,-1.0,0.0,1.0,0.0
0_10_1,22,7,0.0,0,0,7,20,8,-1,0.0,0.425,0.575,309.6744561263737,-0.06461310386657715,0.08,-2.4,1.0,0.0,0.0
0_10_1,22,8,0.0,1,3,10,20,8,2,-1.0,0.425,0.575,97.96175122285604,1.5707963705062866,0.6059523809523809,1.8,1.0,0.0,0.0
0_10_2,27,1,0.0,0,1,1,43,0,1,0.0,0.6363636363636364,0.36363636363636365,38.94427190999916,1.640983247756958,0.4330952380952381,-0.2,1.0,0.0,0.0
0_10_2,27,2,0.0,0,0,1,43,2,-1,1.0,0.6363636363636364,0.36363636363636365,96.79611087622413,0.10919492244720459,0.6754761904761905,-2.0,1.0,0.0,0.0
0_10_2,27,3,0.0,1,0,1,43,3,-2,-1.0,0.6363636363636364,0.36363636363636365,48.145426121437936,-1.5462516784667968,0.5976190476190476,-0.6,1.0,0.0,0.0
0_10_2,27,4,0.0,1,0,1,43,4,-3,-2.0,0.6363636363636364,0.36363636363636365,82.28164801118673,-1.5707963705062866,0.7753968253968254,1.0,1.0,0.0,0.0
0_10_2,27,5,1.0,1,3,4,43,4,0,-3.0,0.6363636363636364,0.36363636363636365,191.70451479034398,-0.32655475176870824,0.17,2.4,0.0,0.0,1.0
0_10_2,27,6,0.0,0,1,5,43,4,1,0.0,0.6363636363636364,0.36363636363636365,220.2247624497787,1.2758904695510864,0.23682539682539683,4.6,1.0,0.0,0.0
0_10_2,27,7,0.0,0,0,5,43,5,0,1.0,0.6363636363636364,0.36363636363636365,67.49494079242564,1.0318093061447144,0.472092352092352,2.0,1.0,0.0,0.0
0_10_2,27,8,0.0,1,1,6,43,5,1,0.0,0.6363636363636364,0.36363636363636365,85.68709451591505,-1.4990422010421753,0.6833333333333333,-0.6,1.0,0.0,0.0
0_10_2,43,1,0.0,1,0,0,27,1,-1,0.0,0.4444444444444444,0.5555555555555556,23.74427190999916,1.672787880897522,0.4607142857142857,-0.6,1.0,0.0,0.0
0_10_2,43,2,0.0,1,2,2,27,1,1,-1.0,0.4444444444444444,0.5555555555555556,100.97376464198246,-0.5908024311065674,0.6261904761904762,-1.8,1.0,0.0,0.0
0_10_2,43,3,0.0,0,1,3,27,1,2,1.0,0.4444444444444444,0.5555555555555556,70.22412118653726,-1.5561882495880126,0.5850793650793651,-0.4,1.0,0.0,0.0
0_10_2,43,4,0.0,0,1,4,27,1,3,2.0,0.4444444444444444,0.5555555555555556,110.7933936282055,-1.5707963705062866,0.7326190476190476,0.6,1.0,0.0,0.0
0_10_2,43,5,0.0,0,0,4,27,4,0,3.0,0.4444444444444444,0.5555555555555556,309.34009893753444,-0.32655475176870824,0.09,3.0,1.0,0.0,0.0
0_10_2,43,6,1.0,1,0,4,27,5,-1,0.0,0.4444444444444444,0.5555555555555556,236.16640085068315,1.2758904695510864,0.13166666666666665,5.2,0.0,0.0,1.0
0_10_2,43,7,0.0,1,1,5,27,5,0,-1.0,0.4444444444444444,0.5555555555555556,71.52495533956005,0.4928222417831421,0.40954545454545455,2.0,1.0,0.0,0.0
0_10_2,43,8,0.0,0,0,5,27,6,-1,0.0,0.4444444444444444,0.5555555555555556,96.62875800918701,-1.8132014751434327,0.7133333333333334,-0.8,1.0,0.0,0.0
0_11_1,17,1,0.0,1,2,2,19,0,2,0.0,0.5675675675675675,0.43243243243243246,62.210249518228146,-1.7612231016159057,0.8147619047619047,-0.4,1.0,0.0,0.0
0_11_1,17,2,0.0,0,0,2,19,1,1,2.0,0.5675675675675675,0.43243243243243246,77.8079010741963,1.5707963705062866,0.5545238095238095,-0.8,1.0,0.0,0.0
0_11_1,17,3,0.0,1,1,3,19,1,2,1.0,0.5675675675675675,0.43243243243243246,76.72531961159935,-1.546902108192444,0.8433333333333334,-0.6,1.0,0.0,0.0
0_11_1,17,4,0.0,0,0,3,19,2,1,2.0,0.5675675675675675,0.43243243243243246,50.363432381275196,1.6333711385726928,0.4616666666666666,0.0,1.0,0.0,0.0
0_11_1,17,5,0.0,1,1,4,19,2,2,1.0,0.5675675675675675,0.43243243243243246,179.5629152046002,-0.5113189458847046,0.5900000000000001,1.6,1.0,0.0,0.0
0_11_1,17,6,0.0,0,1,5,19,2,3,2.0,0.5675675675675675,0.43243243243243246,169.9552588058615,1.2618290901184082,0.12000000000000002,-0.6,1.0,0.0,0.0
0_11_1,17,7,0.0,0,1,6,19,2,4,3.0,0.5675675675675675,0.43243243243243246,41.11395519155984,-0.23052985668182374,0.4057142857142857,3.8,1.0,0.0,0.0
0_11_1,17,8,0.0,0,0,6,19,2,4,4.0,0.5675675675675675,0.43243243243243246,71.11258679024411,-0.5848011016845703,0.5733333333333334,-0.4,1.0,0.0,0.0
0_11_1,19,1,0.0,0,0,0,17,2,-2,0.0,0.5609756097560976,0.43902439024390244,89.14755283311172,-1.768536925315857,0.8099999999999999,0.0,1.0,0.0,0.0
0_11_1,19,2,0.0,1,1,1,17,2,-1,-2.0,0.5609756097560976,0.43902439024390244,87.40953297073605,1.5707963705062866,0.5533333333333333,-1.2,1.0,0.0,0.0
0_11_1,19,3,0.0,0,0,1,17,3,-2,-1.0,0.5609756097560976,0.43902439024390244,67.30978067260986,-1.546902108192444,0.8028571428571428,-0.2,1.0,0.0,0.0
0_11_1,19,4,0.0,1,1,2,17,3,-1,-2.0,0.5609756097560976,0.43902439024390244,58.60536966925836,1.6490148305892944,0.4412698412698413,0.4,1.0,0.0,0.0
0_11_1,19,5,0.0,0,0,2,17,4,-2,-1.0,0.5609756097560976,0.43902439024390244,156.86928157120965,-1.0410576581954956,0.6333333333333333,1.4,1.0,0.0,0.0
0_11_1,19,6,1.0,1,0,2,17,5,-3,-2.0,0.5609756097560976,0.43902439024390244,248.7339273973884,1.1431283712387086,0.08,-0.8,0.0,0.0,1.0
0_11_1,19,7,0.0,1,0,2,17,6,-4,-3.0,0.5609756097560976,0.43902439024390244,36.87628596309908,-1.131192970275879,0.40714285714285714,3.0,1.0,0.0,0.0
0_11_1,19,8,0.0,1,0,2,17,6,-4,-4.0,0.5609756097560976,0.43902439024390244,56.89006943219529,-0.180427885055542,0.5166666666666667,-0.6,1.0,0.0,0.0
0_11_2,18,1,0.0,0,0,0,46,2,-2,0.0,0.5757575757575758,0.42424242424242425,118.60865652698192,-0.6153750896453858,0.6366666666666666,0.0,1.0,0.0,0.0
0_11_2,18,2,0.0,1,0,0,46,3,-3,-2.0,0.5757575757575758,0.42424242424242425,69.029457321033,1.5707963705062866,0.5783333333333334,0.8,1.0,0.0,0.0
0_11_2,18,3,0.0,1,1,1,46,3,-2,-3.0,0.5757575757575758,0.42424242424242425,49.17099474336635,1.5707963705062866,0.6916666666666667,-0.6,1.0,0.0,0.0
0_11_2,18,4,0.0,0,3,4,46,3,1,-2.0,0.5757575757575758,0.42424242424242425,81.5064732325238,-1.784294033050537,0.621904761904762,0.6,1.0,0.0,0.0
0_11_2,18,5,0.0,0,2,6,46,3,3,1.0,0.5757575757575758,0.42424242424242425,105.9343009090157,-1.5337301731109618,0.5276190476190477,0.8,1.0,0.0,0.0
0_11_2,18,6,0.0,0,0,6,46,6,0,3.0,0.5757575757575758,0.42424242424242425,283.03085837300927,-1.2897035211324692,0.13,0.8,1.0,0.0,0.0
0_11_2,18,7,1.0,1,0,6,46,8,-2,0.0,0.5757575757575758,0.42424242424242425,264.1214798916108,1.2758904695510864,0.1469047619047619,6.6,0.0,0.0,1.0
0_11_2,18,8,0.0,1,0,6,46,9,-3,-2.0,0.5757575757575758,0.42424242424242425,57.3846669416143,1.5485996961593629,0.6452380952380953,2.4,1.0,0.0,0.0
0_11_2,46,1,0.0,1,2,2,18,0,2,0.0,0.37142857142857144,0.6285714285714286,105.33514870828147,-0.6336308479309082,0.6476190476190476,0.4,1.0,0.0,0.0
0_11_2,46,2,0.0,0,1,3,18,0,3,2.0,0.37142857142857144,0.6285714285714286,81.82476626670386,1.5707963705062866,0.573968253968254,1.0,1.0,0.0,0.0
0_11_2,46,3,0.0,0,0,3,18,1,2,3.0,0.37142857142857144,0.6285714285714286,85.51825376273818,1.5707963705062866,0.6711904761904762,-1.0,1.0,0.0,0.0
0_11_2,46,4,0.0,1,0,3,18,4,-1,2.0,0.37142857142857144,0.6285714285714286,86.92789242057059,-1.1604510307312013,0.619047619047619,0.0,1.0,0.0,0.0
0_11_2,46,5,0.0,1,0,3,18,6,-3,-1.0,0.37142857142857144,0.6285714285714286,132.21613595884796,-0.9068803548812866,0.48,1.4,1.0,0.0,0.0
0_11_2,46,6,1.0,1,3,6,18,6,0,-3.0,0.37142857142857144,0.6285714285714286,380.85539249924415,-1.2897035211324692,0.08,1.4,0.0,0.0,1.0
0_11_2,46,7,0.0,0,2,8,18,6,2,0.0,0.37142857142857144,0.6285714285714286,258.78630054461587,1.2758904695510864,0.16777777777777778,6.2,1.0,0.0,0.0
0_11_2,46,8,0.0,0,1,9,18,6,3,2.0,0.37142857142857144,0.6285714285714286,54.863178824186676,1.5541488647460937,0.621904761904762,1.8,1.0,0.0,0.0
0_11_3,24,1,0.0,0,3,3,43,0,3,0.0,0.6363636363636364,0.36363636363636365,46.372427378729824,1.0177082777023316,0.6584126984126983,0.6,1.0,0.0,0.0
0_11_3,24,2,0.0,0,1,4,43,0,4,3.0,0.6363636363636364,0.36363636363636365,38.20379999675002,1.0420296430587768,0.6187301587301588,-1.6,1.0,0.0,0.0
0_11_3,24,3,0.0,0,0,4,43,1,3,4.0,0.6363636363636364,0.36363636363636365,69.73577532231691,1.5707963705062866,0.6095238095238095,1.4,1.0,0.0,0.0
0_11_3,24,4,0.0,1,1,5,43,1,4,3.0,0.6363636363636364,0.36363636363636365,33.48018106124929,-1.5623765230178832,0.4083333333333333,-1.8,1.0,0.0,0.0
0_11_3,24,5,0.0,0,0,5,43,4,1,4.0,0.6363636363636364,0.36363636363636365,207.51443529379486,1.8032960176467896,0.24666666666666667,-4.0,1.0,0.0,0.0
0_11_3,24,6,0.0,1,1,6,43,4,2,1.0,0.6363636363636364,0.36363636363636365,113.9864771791066,-1.5707963705062866,0.41238095238095235,1.8,1.0,0.0,0.0
0_11_3,24,7,0.0,0,1,7,43,4,3,2.0,0.6363636363636364,0.36363636363636365,62.039384853721245,1.5707963705062866,0.6584126984126983,1.2,1.0,0.0,0.0
0_11_3,24,8,0.0,0,1,8,43,4,4,3.0,0.6363636363636364,0.36363636363636365,77.3404675382562,1.4125095009803772,0.4809523809523809,0.2,1.0,0.0,0.0
0_11_3,43,1,0.0,1,0,0,24,3,-3,0.0,0.6410256410256411,0.358974358974359,60.861195617916465,0.9712255716323852,0.614047619047619,0.2,1.0,0.0,0.0
0_11_3,43,2,0.0,1,0,0,24,4,-4,-3.0,0.6410256410256411,0.358974358974359,42.15729338842643,0.5132629156112671,0.6194444444444445,-2.0,1.0,0.0,0.0
0_11_3,43,3,0.0,1,1,1,24,4,-3,-4.0,0.6410256410256411,0.358974358974359,64.37480045109459,1.5707963705062866,0.5233333333333333,1.2,1.0,0.0,0.0
0_11_3,43,4,0.0,0,0,1,24,5,-4,-3.0,0.6410256410256411,0.358974358974359,60.657610043667844,-1.5623765230178832,0.4101587301587301,-1.6,1.0,0.0,0.0
0_11_3,43,5,2.0,1,3,4,24,5,-1,-4.0,0.6410256410256411,0.358974358974359,81.69382508930849,1.8957542896270752,0.3119047619047619,-4.6,0.0,1.0,0.0
0_11_3,43,6,0.0,0,0,4,24,6,-2,-1.0,0.6410256410256411,0.358974358974359,119.63570717074754,-1.5707963705062866,0.40738095238095234,1.2,1.0,0.0,0.0
0_11_3,43,7,0.0,1,0,4,24,7,-3,-2.0,0.6410256410256411,0.358974358974359,53.65277867146824,1.5707963705062866,0.6333333333333333,1.4,1.0,0.0,0.0
0_11_3,43,8,0.0,1,0,4,24,8,-4,-3.0,0.6410256410256411,0.358974358974359,62.3574846680868,1.2542226314544678,0.4976190476190476,0.0,1.0,0.0,0.0
0_11_4,10,1,0.0,0,0,0,22,1,-1,0.0,0.5483870967741935,0.45161290322580644,38.46606774921648,1.5938207387924195,0.6967965367965367,0.6,1.0,0.0,0.0
0_11_4,10,2,0.0,1,1,1,22,1,0,-1.0,0.5483870967741935,0.45161290322580644,121.9923861491086,-0.2253352403640747,0.4533333333333333,0.8,1.0,0.0,0.0
0_11_4,10,3,0.0,0,0,1,22,2,-1,0.0,0.5483870967741935,0.45161290322580644,363.5060714655801,0.7061501264572143,0.4533333333333333,0.0,1.0,0.0,0.0
0_11_4,10,4,0.0,1,1,2,22,2,0,-1.0,0.5483870967741935,0.45161290322580644,215.01319779032838,-1.3545037746429442,0.27999999999999997,-1.6,1.0,0.0,0.0
0_11_4,10,5,0.0,0,1,3,22,2,1,0.0,0.5483870967741935,0.45161290322580644,100.3650406748316,1.6990909099578857,0.6806349206349206,-0.8,1.0,0.0,0.0
0_11_4,10,6,0.0,0,0,3,22,4,-1,1.0,0.5483870967741935,0.45161290322580644,243.30625786998218,-2.460699462890625,0.19666666666666668,-4.2,1.0,0.0,0.0
0_11_4,10,7,2.0,1,0,3,22,5,-2,-1.0,0.5483870967741935,0.45161290322580644,284.11466405381077,-0.6356533527374267,0.08571428571428572,-2.6,0.0,1.0,0.0
0_11_4,10,8,0.0,1,2,5,22,5,0,-2.0,0.5483870967741935,0.45161290322580644,51.375605916985954,-1.6348594427108765,0.6313131313131313,1.0,1.0,0.0,0.0
0_11_4,10,9,0.0,0,2,7,22,5,2,0.0,0.5483870967741935,0.45161290322580644,71.61876279010889,1.5707963705062866,0.6028571428571429,2.0,1.0,0.0,0.0
0_11_4,22,1,0.0,1,1,1,10,0,1,2.0,0.5897435897435898,0.41025641025641024,24.3275982555624,1.6014955282211303,0.665,1.0,1.0,0.0,0.0
0_11_4,22,2,0.0,0,0,1,10,1,0,1.0,0.5897435897435898,0.41025641025641024,122.35359943227135,-0.3352331638336182,0.5,0.6,1.0,0.0,0.0
0_11_4,22,3,0.0,1,1,2,10,1,1,0.0,0.5897435897435898,0.41025641025641024,298.50488177082366,0.47609628438949586,0.44333333333333336,0.2,1.0,0.0,0.0
0_11_4,22,4,0.0,0,0,2,10,2,0,1.0,0.5897435897435898,0.41025641025641024,101.494325145018,-1.3756803274154663,0.41904761904761906,-1.0,1.0,0.0,0.0
0_11_4,22,5,0.0,1,0,2,10,3,-1,0.0,0.5897435897435898,0.41025641025641024,98.61642331571659,1.768091344833374,0.6916666666666667,-0.4,1.0,0.0,0.0
0_11_4,22,6,2.0,1,2,4,10,3,1,-1.0,0.5897435897435898,0.41025641025641024,223.14851043575294,-2.4340925216674805,0.25666666666666665,-4.2,0.0,1.0,0.0
0_11_4,22,7,0.0,0,1,5,10,3,2,1.0,0.5897435897435898,0.41025641025641024,306.0935415581965,0.5819769859313965,0.05357142857142857,-2.6,1.0,0.0,0.0
0_11_4,22,8,0.0,0,0,5,10,5,0,2.0,0.5897435897435898,0.41025641025641024,52.94217605457392,-1.6220468282699585,0.6295238095238095,0.8,1.0,0.0,0.0
0_11_4,22,9,0.0,1,0,5,10,7,-2,0.0,0.5897435897435898,0.41025641025641024,50.21078452378677,1.5707963705062866,0.6483333333333333,1.8,1.0,0.0,0.0
0_12_1,10,1,0.0,0,0,0,46,3,-3,0.0,0.5757575757575758,0.42424242424242425,61.296544890197346,1.5707963705062866,0.5941702741702741,0.0,1.0,0.0,0.0
0_12_1,10,2,0.0,1,0,0,46,5,-5,-3.0,0.5757575757575758,0.42424242424242425,58.20266870572313,-1.4711276292800903,0.7866666666666667,-1.0,1.0,0.0,0.0
0_12_1,10,3,2.0,1,0,0,46,6,-6,-5.0,0.5757575757575758,0.42424242424242425,297.58365019073864,2.3797222137451173,0.20666666666666664,-1.8,0.0,1.0,0.0
0_12_1,10,4,0.0,1,0,0,46,7,-7,-6.0,0.5757575757575758,0.42424242424242425,55.05884777306343,-1.5781988859176637,0.6533333333333333,-1.8,1.0,0.0,0.0
0_12_1,10,5,0.0,1,4,4,46,7,-3,-7.0,0.5757575757575758,0.42424242424242425,101.77285848240342,-0.9059428691864013,0.45,-1.4,1.0,0.0,0.0
0_12_1,10,6,0.0,0,0,4,46,8,-4,-3.0,0.5757575757575758,0.42424242424242425,101.52378248462205,0.8443803310394287,0.34238095238095234,-0.4,1.0,0.0,0.0
0_12_1,10,7,0.0,1,3,7,46,8,-1,-4.0,0.5757575757575758,0.42424242424242425,75.7687066445049,-1.828803539276123,0.5392857142857143,0.8,1.0,0.0,0.0
0_12_1,10,8,0.0,0,1,8,46,8,0,-1.0,0.5757575757575758,0.42424242424242425,416.009176870446,0.37856736183166506,0.0,2.8,1.0,0.0,0.0
0_12_1,10,9,0.0,0,0,8,46,10,-2,0.0,0.5757575757575758,0.42424242424242425,77.60504174979789,1.7279433965682984,0.47333333333333333,0.8,1.0,0.0,0.0
0_12_1,46,1,0.0,1,3,3,10,0,3,-2.0,0.5897435897435898,0.41025641025641024,56.14701845116177,1.5707963705062866,0.55,0.2,1.0,0.0,0.0
0_12_1,46,2,0.0,0,2,5,10,0,5,3.0,0.5897435897435898,0.41025641025641024,67.02277393635259,-1.4711276292800903,0.7657720057720058,-0.4,1.0,0.0,0.0
0_12_1,46,3,0.0,0,1,6,10,0,6,5.0,0.5897435897435898,0.41025641025641024,268.9090428999261,2.3797222137451173,0.27999999999999997,-1.8,1.0,0.0,0.0
0_12_1,46,4,0.0,0,1,7,10,0,7,6.0,0.5897435897435898,0.41025641025641024,26.906537383030035,-1.574449324607849,0.6967965367965367,-1.6,1.0,0.0,0.0
0_12_1,46,5,0.0,0,0,7,10,4,3,7.0,0.5897435897435898,0.41025641025641024,106.05749342569075,-0.9059428691864013,0.4333333333333333,-1.4,1.0,0.0,0.0
0_12_1,46,6,0.0,1,1,8,10,4,4,3.0,0.5897435897435898,0.41025641025641024,117.89081074270166,0.758946418762207,0.2928571428571428,0.0,1.0,0.0,0.0
0_12_1,46,7,0.0,0,0,8,10,7,1,4.0,0.5897435897435898,0.41025641025641024,113.14171513475794,-1.828803539276123,0.5238095238095238,0.2,1.0,0.0,0.0
0_12_1,46,8,1.0,1,0,8,10,8,0,1.0,0.5897435897435898,0.41025641025641024,445.8121755062921,-0.07009419202804565,0.0,2.6,0.0,0.0,1.0
0_12_1,46,9,0.0,1,2,10,10,8,2,0.0,0.5897435897435898,0.41025641025641024,65.70378131234841,1.413784122467041,0.43999999999999995,0.0,1.0,0.0,0.0
0_12_2,19,1,0.0,1,2,2,24,0,2,0.0,0.6410256410256411,0.358974358974359,52.01747635815409,1.5406716108322143,0.7083333333333333,2.6,1.0,0.0,0.0
0_12_2,19,2,0.0,0,0,2,24,1,1,2.0,0.6410256410256411,0.358974358974359,44.40683720852617,-1.6619138717651367,0.7278571428571429,2.4,1.0,0.0,0.0
0_12_2,19,3,0.0,1,0,2,24,2,0,1.0,0.6410256410256411,0.358974358974359,83.7972810194839,0.1585141897201538,0.7095238095238094,-1.0,1.0,0.0,0.0
0_12_2,19,4,0.0,1,0,2,24,3,-1,0.0,0.6410256410256411,0.358974358974359,100.86234521046758,1.577175235748291,0.6267099567099568,-1.6,1.0,0.0,0.0
0_12_2,19,5,0.0,1,3,5,24,3,2,-1.0,0.6410256410256411,0.358974358974359,84.22832730852107,1.5275653839111327,0.5628571428571428,0.8,1.0,0.0,0.0
0_12_2,19,6,0.0,0,0,5,24,8,-3,2.0,0.6410256410256411,0.358974358974359,248.5910459102579,3.017237663269043,0.19,-2.6,1.0,0.0,0.0
0_12_2,19,7,2.0,1,3,8,24,8,0,-3.0,0.6410256410256411,0.358974358974359,368.17441482178333,1.960967469215393,0.04,-3.4,0.0,1.0,0.0
0_12_2,19,8,0.0,0,0,8,24,12,-4,0.0,0.6410256410256411,0.358974358974359,80.44130184656281,-1.5673209428787231,0.5342857142857143,-1.0,1.0,0.0,0.0
0_12_2,24,1,0.0,0,0,0,19,2,-2,0.0,0.5675675675675675,0.43243243243243246,69.10917695896362,1.5406716108322143,0.7147619047619047,2.2,1.0,0.0,0.0
0_12_2,24,2,0.0,1,1,1,19,2,-1,-2.0,0.5675675675675675,0.43243243243243246,34.830262231472275,-1.6619138717651367,0.7738095238095238,2.2,1.0,0.0,0.0
0_12_2,24,3,0.0,0,1,2,19,2,0,-1.0,0.5675675675675675,0.43243243243243246,95.7972810194839,0.8468429565429687,0.6152380952380951,-1.2,1.0,0.0,0.0
0_12_2,24,4,0.0,0,1,3,19,2,1,0.0,0.5675675675675675,0.43243243243243246,90.086443307737,1.577175235748291,0.6383333333333333,-0.6,1.0,0.0,0.0
0_12_2,24,5,0.0,0,0,3,19,5,-2,1.0,0.5675675675675675,0.43243243243243246,105.93133990344445,1.5275653839111327,0.53,0.8,1.0,0.0,0.0
0_12_2,24,6,2.0,1,5,8,19,5,3,-2.0,0.5675675675675675,0.43243243243243246,263.4091523416424,3.017237663269043,0.13333333333333333,-2.2,0.0,1.0,0.0
0_12_2,24,7,0.0,0,0,8,19,8,0,3.0,0.5675675675675675,0.43243243243243246,388.7909231754989,1.960967469215393,0.03333333333333333,-3.2,1.0,0.0,0.0
0_12_2,24,8,0.0,1,4,12,19,8,4,0.0,0.5675675675675675,0.43243243243243246,92.35435613683967,-1.5673209428787231,0.545,-1.4,1.0,0.0,0.0
0_12_3,18,1,0.0,1,3,3,20,0,3,0.0,0.425,0.575,71.7185064487348,-1.4679374933242797,0.6416666666666667,0.4,1.0,0.0,0.0
0_12_3,18,2,0.0,0,0,3,20,1,2,3.0,0.425,0.575,70.85097598879862,1.5707963705062866,0.6111904761904763,0.8,1.0,0.0,0.0
0_12_3,18,3,0.0,1,0,3,20,2,1,2.0,0.425,0.575,74.56854762880522,-1.8242207765579224,0.8516666666666668,1.0,1.0,0.0,0.0
0_12_3,18,4,0.0,1,1,4,20,2,2,1.0,0.425,0.575,67.72328280226513,-1.5707963705062866,0.5678210678210678,1.4,1.0,0.0,0.0
0_12_3,18,5,0.0,0,0,4,20,3,1,2.0,0.425,0.575,48.89850815889237,1.5743773221969604,0.4768253968253968,-2.2,1.0,0.0,0.0
0_12_3,18,6,0.0,1,1,5,20,3,2,1.0,0.425,0.575,62.13551429010872,-0.5231807947158813,0.5566666666666666,1.8,1.0,0.0,0.0
0_12_3,18,7,0.0,0,0,5,20,5,0,2.0,0.425,0.575,171.95282634777396,1.4679774999618531,0.3038095238095238,-5.0,1.0,0.0,0.0
0_12_3,18,8,1.0,1,1,6,20,5,1,0.0,0.425,0.575,331.272109291982,0.12435499578714371,0.08,0.6,0.0,0.0,1.0
0_12_3,20,1,0.0,0,0,0,18,3,-3,0.0,0.37142857142857144,0.6285714285714286,74.91784034050067,-1.4679374933242797,0.5969047619047619,0.0,1.0,0.0,0.0
0_12_3,20,2,0.0,1,1,1,18,3,-2,-3.0,0.37142857142857144,0.6285714285714286,88.59536508617828,1.5707963705062866,0.6063131313131314,0.8,1.0,0.0,0.0
0_12_3,20,3,0.0,0,1,2,18,3,-1,-2.0,0.37142857142857144,0.6285714285714286,71.40358992331635,-1.7945112705230712,0.8225396825396825,0.6,1.0,0.0,0.0
0_12_3,20,4,0.0,0,0,2,18,4,-2,-1.0,0.37142857142857144,0.6285714285714286,80.27622001221363,-1.5707963705062866,0.5199999999999999,0.4,1.0,0.0,0.0
0_12_3,20,5,0.0,1,1,3,18,4,-1,-2.0,0.37142857142857144,0.6285714285714286,44.21654643710601,1.5743773221969604,0.4666666666666666,-2.6,1.0,0.0,0.0
0_12_3,20,6,0.0,0,0,3,18,5,-2,-1.0,0.37142857142857144,0.6285714285714286,64.82062539491955,-1.046988582611084,0.5733333333333334,2.6,1.0,0.0,0.0
0_12_3,20,7,2.0,1,2,5,18,5,0,-2.0,0.37142857142857144,0.6285714285714286,162.4184429451145,1.685074234008789,0.2619047619047619,-6.0,0.0,1.0,0.0
0_12_3,20,8,0.0,0,0,5,18,6,-1,0.0,0.37142857142857144,0.6285714285714286,375.844560073365,0.12435499578714371,0.05,0.2,1.0,0.0,0.0
0_12_4,17,1,0.0,0,1,1,27,0,1,0.0,0.4444444444444444,0.5555555555555556,163.73324345622936,1.5686477422714233,0.3485714285714286,-3.0,1.0,0.0,0.0
0_12_4,17,2,0.0,0,1,2,27,0,2,1.0,0.4444444444444444,0.5555555555555556,151.5678087649042,1.5707963705062866,0.33666666666666667,0.6,1.0,0.0,0.0
0_12_4,17,3,0.0,0,0,2,27,1,1,2.0,0.4444444444444444,0.5555555555555556,83.61788834413825,1.5707963705062866,0.6123520923520923,-0.6,1.0,0.0,0.0
0_12_4,17,4,0.0,1,1,3,27,1,2,1.0,0.4444444444444444,0.5555555555555556,214.39092445087545,-0.48648135662078856,0.26666666666666666,1.2,1.0,0.0,0.0
0_12_4,17,5,0.0,0,1,4,27,1,3,2.0,0.4444444444444444,0.5555555555555556,40.54142035531844,0.82329421043396,0.7480952380952381,0.0,1.0,0.0,0.0
