CompetitionID,SessionID,GameID,TeamID,EndID,Result,PowerPlay
0,2,4,10,3,0,
0,2,4,27,3,1,
0,2,4,10,4,1,
0,2,4,27,4,0,
0,2,4,10,5,0,
0,2,4,27,5,1,
0,2,4,10,6,2,1
0,2,4,27,6,0,
0,2,4,10,7,0,
0,2,4,27,7,2,1
0,2,4,10,8,0,
0,2,4,27,8,1,
0,3,1,18,1,1,
0,3,1,24,1,0,
0,3,1,18,2,0,
0,3,1,24,2,3,
0,3,1,18,3,2,
0,3,1,24,3,0,
0,3,1,18,4,0,
0,3,1,24,4,1,
0,3,1,18,5,0,
0,3,1,24,5,1,
0,3,1,18,6,3,1
0,3,1,24,6,0,
0,3,1,18,7,0,
0,3,1,24,7,2,2
0,3,1,18,8,1,
0,3,1,24,8,0,
0,3,1,18,9,0,
0,3,1,24,9,1,
0,3,2,17,1,0,
0,3,2,20,1,1,
0,3,2,17,2,1,
0,3,2,20,2,0,
0,3,2,17,3,0,
0,3,2,20,3,2,
0,3,2,17,4,2,
0,3,2,20,4,0,
0,3,2,17,5,0,
0,3,2,20,5,3,
0,3,2,17,6,3,2
0,3,2,20,6,0,
0,3,2,17,7,3,
0,3,2,20,7,0,1
0,3,2,17,8,2,
0,3,2,20,8,0,
0,4,1,10,1,0,
0,4,1,17,1,2,
0,4,1,10,2,4,
0,4,1,17,2,0,
0,4,1,10,3,0,
0,4,1,17,3,1,
0,4,1,10,4,1,
0,4,1,17,4,0,
0,4,1,10,5,0,
0,4,1,17,5,2,
0,4,1,10,6,1,
0,4,1,17,6,0,
0,4,1,10,7,0,
0,4,1,17,7,1,1
0,4,1,10,8,1,2
0,4,1,17,8,0,
0,4,2,18,1,0,
0,4,2,27,1,1,
0,4,2,18,2,3,
0,4,2,27,2,0,
0,4,2,18,3,0,
0,4,2,27,3,2,
0,4,2,18,4,3,
0,4,2,27,4,0,
0,4,2,18,5,0,
0,4,2,27,5,1,
0,4,2,18,6,1,
0,4,2,27,6,0,
0,4,2,18,7,0,
0,4,2,27,7,3,
0,4,2,18,8,1,
0,4,2,27,8,0,
0,4,3,19,1,1,
0,4,3,43,1,0,
0,4,3,19,2,0,
0,4,3,43,2,2,
0,4,3,19,3,2,
0,4,3,43,3,0,
0,4,3,19,4,0,
0,4,3,43,4,1,
0,4,3,19,5,0,
0,4,3,43,5,1,
0,4,3,19,6,1,2
0,4,3,43,6,0,
0,4,3,19,7,0,
0,4,3,43,7,2,2
0,4,3,19,8,3,
0,4,3,43,8,0,
0,4,4,22,1,1,
0,4,4,46,1,0,
0,4,4,22,2,3,
0,4,4,46,2,0,
0,4,4,22,3,1,
0,4,4,46,3,0,
0,4,4,22,4,0,
0,4,4,46,4,1,1
0,4,4,22,5,1,
0,4,4,46,5,0,
0,4,4,22,6,0,
0,4,4,46,6,1,
0,4,4,22,7,2,
0,4,4,46,7,0,
0,5,1,19,1,1,
0,5,1,46,1,0,
0,5,1,19,2,0,
0,5,1,46,2,1,
0,5,1,19,3,1,
0,5,1,46,3,0,
0,5,1,19,4,1,
0,5,1,46,4,0,
0,5,1,19,5,1,
0,5,1,46,5,0,
0,5,1,19,6,0,
0,5,1,46,6,3,1
0,5,1,19,7,3,1
0,5,1,46,7,0,
0,5,1,19,8,0,
0,5,1,46,8,2,
0,5,2,10,1,3,
0,5,2,18,1,0,
0,5,2,10,2,0,
0,5,2,18,2,1,
0,5,2,10,3,1,
0,5,2,18,3,0,
0,5,2,10,4,0,
0,5,2,18,4,1,
0,5,2,10,5,2,
0,5,2,18,5,0,
0,5,2,10,6,0,
0,5,2,18,6,2,1
0,5,2,10,7,1,
0,5,2,18,7,0,
0,5,2,10,8,0,
0,5,2,18,8,1,
0,5,3,17,1,0,
0,5,3,24,1,3,
0,5,3,17,2,5,
0,5,3,24,2,0,
0,5,3,17,3,0,
0,5,3,24,3,2,
0,5,3,17,4,1,
0,5,3,24,4,0,
0,5,3,17,5,0,
0,5,3,24,5,2,
0,5,3,17,6,0,2
0,5,3,24,6,2,
0,5,3,17,7,2,
0,5,3,24,7,0,
0,5,3,17,8,0,
0,5,3,24,8,2,2
0,6,1,22,1,0,
0,6,1,24,1,4,
0,6,1,22,2,0,
0,6,1,24,2,1,
0,6,1,22,3,1,1
0,6,1,24,3,0,
0,6,1,22,4,0,
0,6,1,24,4,4,
0,6,1,22,5,0,
0,6,1,24,5,1,
0,6,1,22,6,1,
0,6,1,24,6,0,
0,6,2,10,1,0,
0,6,2,43,1,1,
0,6,2,10,2,2,
0,6,2,43,2,0,
0,6,2,10,3,2,
0,6,2,43,3,0,
0,6,2,10,4,0,
0,6,2,43,4,2,
0,6,2,10,5,2,
0,6,2,43,5,0,
0,6,2,10,6,0,
0,6,2,43,6,1,2
0,6,2,10,7,2,
0,6,2,43,7,0,
0,6,2,10,8,0,
0,6,2,43,8,2,
0,6,3,27,1,2,
0,6,3,46,1,0,
0,6,3,27,2,1,
0,6,3,46,2,0,
0,6,3,27,3,0,
0,6,3,46,3,1,
0,6,3,27,4,3,
0,6,3,46,4,0,
0,6,3,27,5,0,
0,6,3,46,5,3,2
0,6,3,27,6,0,
0,6,3,46,6,2,
0,6,3,27,7,2,1
0,6,3,46,7,0,
0,6,3,27,8,0,
0,6,3,46,8,2,
0,6,3,27,9,1,
0,6,3,46,9,0,
0,6,4,19,1,1,
0,6,4,20,1,0,
0,6,4,19,2,0,
0,6,4,20,2,1,
0,6,4,19,3,1,
0,6,4,20,3,0,
0,6,4,19,4,0,
0,6,4,20,4,1,
0,6,4,19,5,0,
0,6,4,20,5,2,
0,6,4,19,6,3,1
0,6,4,20,6,0,
0,6,4,19,7,0,
0,6,4,20,7,3,1
0,6,4,19,8,2,
0,6,4,20,8,0,
0,6,4,19,9,0,
0,6,4,20,9,1,
0,7,1,17,1,4,
0,7,1,46,1,0,
0,7,1,17,2,2,
0,7,1,46,2,0,
0,7,1,17,3,0,
0,7,1,46,3,1,2
0,7,1,17,4,1,
0,7,1,46,4,0,
0,7,1,17,5,0,
0,7,1,46,5,3,
0,7,1,17,6,3,1
0,7,1,46,6,0,
0,7,2,18,1,0,
0,7,2,19,1,2,
0,7,2,18,2,1,
0,7,2,19,2,0,
0,7,2,18,3,0,
0,7,2,19,3,1,
0,7,2,18,4,0,
0,7,2,19,4,1,
0,7,2,18,5,0,2
0,7,2,19,5,1,
0,7,2,18,6,0,
0,7,2,19,6,1,
0,7,2,18,7,9,
0,7,2,19,7,9,
0,8,1,20,1,2,
0,8,1,43,1,0,
0,8,1,20,2,0,
0,8,1,43,2,1,
0,8,1,20,3,1,
0,8,1,43,3,0,
0,8,1,20,4,0,
0,8,1,43,4,2,
0,8,1,20,5,3,
0,8,1,43,5,0,
0,8,1,20,6,0,
0,8,1,43,6,2,2
0,8,1,20,7,1,1
0,8,1,43,7,0,
0,8,1,20,8,9,
0,8,1,43,8,9,
0,8,2,22,1,1,
0,8,2,27,1,0,
0,8,2,22,2,0,
0,8,2,27,2,2,
0,8,2,22,3,0,
0,8,2,27,3,3,
0,8,2,22,4,1,2
0,8,2,27,4,0,
0,8,2,22,5,0,
0,8,2,27,5,1,
0,8,2,22,6,1,
0,8,2,27,6,0,
0,8,2,22,7,0,
0,8,2,27,7,2,1
0,8,3,10,1,0,
0,8,3,19,1,1,
0,8,3,10,2,0,
0,8,3,19,2,1,
0,8,3,10,3,1,
0,8,3,19,3,0,
0,8,3,10,4,0,
0,8,3,19,4,3,
0,8,3,10,5,1,1
0,8,3,19,5,0,
0,8,3,10,6,0,
0,8,3,19,6,1,
0,8,3,10,7,9,
0,8,3,19,7,9,
0,8,4,24,1,0,
0,8,4,46,1,1,
0,8,4,24,2,2,
0,8,4,46,2,0,
0,8,4,24,3,1,
0,8,4,46,3,0,
0,8,4,24,4,0,
0,8,4,46,4,1,
0,8,4,24,5,1,
0,8,4,46,5,0,
0,8,4,24,6,0,
0,8,4,46,6,1,1
0,8,4,24,7,3,
0,8,4,46,7,0,
0,8,4,24,8,9,
0,8,4,46,8,9,
0,9,1,24,1,1,
0,9,1,27,1,0,
0,9,1,24,2,0,
0,9,1,27,2,1,
0,9,1,24,3,0,
0,9,1,27,3,1,
0,9,1,24,4,2,
0,9,1,27,4,0,
0,9,1,24,5,1,
0,9,1,27,5,0,
0,9,1,24,6,0,
0,9,1,27,6,2,1
0,9,1,24,7,3,1
0,9,1,27,7,0,
0,9,1,24,8,0,
0,9,1,27,8,1,
0,9,2,17,1,0,
0,9,2,43,1,1,
0,9,2,17,2,2,
0,9,2,43,2,0,
0,9,2,17,3,1,
0,9,2,43,3,0,
0,9,2,17,4,1,
0,9,2,43,4,0,
0,9,2,17,5,0,
0,9,2,43,5,2,1
0,9,2,17,6,5,2
0,9,2,43,6,0,
0,9,2,17,7,0,
0,9,2,43,7,3,
0,9,2,17,8,9,
0,9,2,43,8,9,
0,9,3,18,1,3,
0,9,3,22,1,0,
0,9,3,18,2,1,
0,9,3,22,2,0,
0,9,3,18,3,3,
0,9,3,22,3,0,
0,9,3,18,4,2,
0,9,3,22,4,0,2
0,9,3,18,5,1,
0,9,3,22,5,0,
0,9,3,18,6,0,
0,9,3,22,6,3,
0,9,3,18,7,1,2
0,9,3,22,7,0,
0,9,4,10,1,0,
0,9,4,20,1,1,
0,9,4,10,2,1,
0,9,4,20,2,0,
0,9,4,10,3,0,
0,9,4,20,3,1,
0,9,4,10,4,1,
0,9,4,20,4,0,
0,9,4,10,5,1,
0,9,4,20,5,0,
0,9,4,10,6,1,
0,9,4,20,6,0,2
0,9,4,10,7,3,
0,9,4,20,7,0,
0,10,1,20,1,1,
0,10,1,22,1,0,
0,10,1,20,2,0,
0,10,1,22,2,3,
0,10,1,20,3,3,
0,10,1,22,3,0,
0,10,1,20,4,0,
0,10,1,22,4,4,
0,10,1,20,5,3,
0,10,1,22,5,0,
0,10,1,20,6,0,
0,10,1,22,6,0,2
0,10,1,20,7,1,2
0,10,1,22,7,0,
0,10,1,20,8,0,
0,10,1,22,8,3,
0,10,2,27,1,1,
0,10,2,43,1,0,
0,10,2,27,2,0,
0,10,2,43,2,2,
0,10,2,27,3,0,
0,10,2,43,3,1,
0,10,2,27,4,0,
0,10,2,43,4,1,
0,10,2,27,5,3,1
0,10,2,43,5,0,
0,10,2,27,6,1,
0,10,2,43,6,0,1
0,10,2,27,7,0,
0,10,2,43,7,1,
0,10,2,27,8,1,
0,10,2,43,8,0,
0,11,1,17,1,2,
0,11,1,19,1,0,
0,11,1,17,2,0,
0,11,1,19,2,1,
0,11,1,17,3,1,
0,11,1,19,3,0,
0,11,1,17,4,0,
0,11,1,19,4,1,
0,11,1,17,5,1,
0,11,1,19,5,0,
0,11,1,17,6,1,
0,11,1,19,6,0,1
0,11,1,17,7,1,
0,11,1,19,7,0,
0,11,1,17,8,9,
0,11,1,19,8,9,
0,11,2,18,1,0,
0,11,2,46,1,2,
0,11,2,18,2,0,
0,11,2,46,2,1,
0,11,2,18,3,1,
0,11,2,46,3,0,
0,11,2,18,4,3,
0,11,2,46,4,0,
0,11,2,18,5,2,
0,11,2,46,5,0,
0,11,2,18,6,0,
0,11,2,46,6,3,1
0,11,2,18,7,0,1
0,11,2,46,7,2,
0,11,2,18,8,0,
0,11,2,46,8,1,
0,11,3,24,1,3,
0,11,3,43,1,0,
0,11,3,24,2,1,
0,11,3,43,2,0,
0,11,3,24,3,0,
0,11,3,43,3,1,
0,11,3,24,4,1,
0,11,3,43,4,0,
0,11,3,24,5,0,
0,11,3,43,5,3,2
0,11,3,24,6,1,
0,11,3,43,6,0,
0,11,3,24,7,1,
0,11,3,43,7,0,
0,11,3,24,8,1,
0,11,3,43,8,0,
0,11,4,10,1,0,
0,11,4,22,1,1,
0,11,4,10,2,1,
0,11,4,22,2,0,
0,11,4,10,3,0,
0,11,4,22,3,1,
0,11,4,10,4,1,
0,11,4,22,4,0,
0,11,4,10,5,1,
0,11,4,22,5,0,
0,11,4,10,6,0,
0,11,4,22,6,2,2
0,11,4,10,7,0,2
0,11,4,22,7,1,
0,11,4,10,8,2,
0,11,4,22,8,0,
0,11,4,10,9,2,
0,11,4,22,9,0,
0,12,1,10,1,0,
0,12,1,46,1,3,
0,12,1,10,2,0,
0,12,1,46,2,2,
0,12,1,10,3,0,2
0,12,1,46,3,1,
0,12,1,10,4,0,
0,12,1,46,4,1,
0,12,1,10,5,4,
0,12,1,46,5,0,
0,12,1,10,6,0,
0,12,1,46,6,1,
0,12,1,10,7,3,
0,12,1,46,7,0,
0,12,1,10,8,1,
0,12,1,46,8,0,1
0,12,1,10,9,0,
0,12,1,46,9,2,
0,12,2,19,1,2,
0,12,2,24,1,0,
0,12,2,19,2,0,
0,12,2,24,2,1,
0,12,2,19,3,0,
0,12,2,24,3,1,
0,12,2,19,4,0,
0,12,2,24,4,1,
0,12,2,19,5,3,
0,12,2,24,5,0,
0,12,2,19,6,0,
0,12,2,24,6,5,2
0,12,2,19,7,3,2
0,12,2,24,7,0,
0,12,2,19,8,0,
0,12,2,24,8,4,
0,12,3,18,1,3,
0,12,3,20,1,0,
0,12,3,18,2,0,
0,12,3,20,2,1,
0,12,3,18,3,0,
0,12,3,20,3,1,
0,12,3,18,4,1,
0,12,3,20,4,0,
0,12,3,18,5,0,
0,12,3,20,5,1,
0,12,3,18,6,1,
0,12,3,20,6,0,
0,12,3,18,7,0,
0,12,3,20,7,2,2
0,12,3,18,8,1,1
0,12,3,20,8,0,
0,12,4,17,1,1,
0,12,4,27,1,0,
0,12,4,17,2,1,
0,12,4,27,2,0,
0,12,4,17,3,0,
0,12,4,27,3,1,
0,12,4,17,4,1,
0,12,4,27,4,0,
0,12,4,17,5,1,
0,12,4,27,5,0,
0,12,4,17,6,0,
0,12,4,27,6,1,1
0,12,4,17,7,2,2
0,12,4,27,7,0,
0,12,4,17,8,9,
0,12,4,27,8,9,
0,13,1,17,1,1,
0,13,1,18,1,0,
0,13,1,17,2,1,
0,13,1,18,2,0,
0,13,1,17,3,0,
0,13,1,18,3,1,
0,13,1,17,4,1,
0,13,1,18,4,0,
0,13,1,17,5,0,
0,13,1,18,5,2,
0,13,1,17,6,2,2
0,13,1,18,6,0,
0,13,1,17,7,0,
0,13,1,18,7,2,2
0,13,1,17,8,1,
0,13,1,18,8,0,
0,13,2,10,1,0,
0,13,2,24,1,1,
0,13,2,10,2,2,
0,13,2,24,2,0,
0,13,2,10,3,0,
0,13,2,24,3,1,
0,13,2,10,4,0,
0,13,2,24,4,2,
0,13,2,10,5,2,
0,13,2,24,5,0,
0,13,2,10,6,0,
0,13,2,24,6,1,
0,13,2,10,7,3,1
0,13,2,24,7,0,
0,13,2,10,8,0,
0,13,2,24,8,2,2
0,13,2,10,9,0,
0,13,2,24,9,1,
0,13,3,20,1,0,
0,13,3,27,1,3,
0,13,3,20,2,1,
0,13,3,27,2,0,
0,13,3,20,3,0,
0,13,3,27,3,1,
0,13,3,20,4,0,
0,13,3,27,4,1,
0,13,3,20,5,2,2
0,13,3,27,5,0,
0,13,3,20,6,1,
0,13,3,27,6,0,
0,13,3,20,7,0,
0,13,3,27,7,1,1
0,13,3,20,8,0,
0,13,3,27,8,2,
0,13,4,22,1,0,
0,13,4,43,1,1,
0,13,4,22,2,1,
0,13,4,43,2,0,
0,13,4,22,3,0,
0,13,4,43,3,3,
0,13,4,22,4,0,
0,13,4,43,4,1,
0,13,4,22,5,0,2
0,13,4,43,5,1,
0,13,4,22,6,4,
0,13,4,43,6,0,
0,13,4,22,7,1,
0,13,4,43,7,0,2
0,13,4,22,8,2,
0,13,4,43,8,0,
0,46,1,19,1,0,
0,46,1,24,1,1,
0,46,1,19,2,0,
0,46,1,24,2,1,
0,46,1,19,3,0,
0,46,1,24,3,2,
0,46,1,19,4,0,2
0,46,1,24,4,1,
0,46,1,19,5,0,
0,46,1,24,5,1,
0,46,1,19,6,1,
0,46,1,24,6,0,
0,46,1,19,7,0,
0,46,1,24,7,2,1
0,46,2,17,1,0,
0,46,2,27,1,1,
0,46,2,17,2,1,
0,46,2,27,2,0,
0,46,2,17,3,0,
0,46,2,27,3,2,
0,46,2,17,4,1,
0,46,2,27,4,0,
0,46,2,17,5,0,
0,46,2,27,5,1,
0,46,2,17,6,3,2
0,46,2,27,6,0,
0,46,2,17,7,0,
0,46,2,27,7,1,1
0,46,2,17,8,1,
0,46,2,27,8,0,
0,48,1,19,1,0,
0,48,1,27,1,1,
0,48,1,19,2,4,
0,48,1,27,2,0,
0,48,1,19,3,3,
0,48,1,27,3,0,
0,48,1,19,4,1,
0,48,1,27,4,0,
0,48,1,19,5,1,
0,48,1,27,5,0,2
0,48,1,19,6,0,
0,48,1,27,6,2,
0,49,1,17,1,2,
0,49,1,24,1,0,
0,49,1,17,2,0,
0,49,1,24,2,2,
0,49,1,17,3,0,
0,49,1,24,3,1,
0,49,1,17,4,0,
0,49,1,24,4,3,
0,49,1,17,5,1,1
0,49,1,24,5,0,
0,49,1,17,6,0,
0,49,1,24,6,1,
0,49,1,17,7,2,
0,49,1,24,7,0,
0,49,1,17,8,0,
0,49,1,24,8,1,2
22230015,1,1,36,1,0,
22230015,1,1,44,1,3,
22230015,1,1,36,2,0,
22230015,1,1,44,2,1,
22230015,1,1,36,3,2,
22230015,1,1,44,3,0,
22230015,1,1,36,4,1,
22230015,1,1,44,4,0,
22230015,1,1,36,5,0,
22230015,1,1,44,5,4,
22230015,1,1,36,6,2,1
22230015,1,1,44,6,0,
22230015,1,1,36,7,0,
22230015,1,1,44,7,3,1
22230015,1,2,25,1,1,
22230015,1,2,46,1,0,
22230015,1,2,25,2,0,
22230015,1,2,46,2,1,
22230015,1,2,25,3,1,
22230015,1,2,46,3,0,
22230015,1,2,25,4,0,
22230015,1,2,46,4,1,
22230015,1,2,25,5,0,
22230015,1,2,46,5,1,
22230015,1,2,25,6,3,
22230015,1,2,46,6,0,
22230015,1,2,25,7,0,
22230015,1,2,46,7,3,1
22230015,1,2,25,8,1,2
22230015,1,2,46,8,0,
22230015,1,2,25,9,0,
22230015,1,2,46,9,1,
22230015,1,3,10,1,4,
22230015,1,3,14,1,0,
22230015,1,3,10,2,1,
22230015,1,3,14,2,0,
22230015,1,3,10,3,0,
22230015,1,3,14,3,1,
22230015,1,3,10,4,1,
22230015,1,3,14,4,0,
22230015,1,3,10,5,0,
22230015,1,3,14,5,2,1
22230015,1,3,10,6,2,
22230015,1,3,14,6,0,
22230015,1,3,10,7,0,
22230015,1,3,14,7,1,
22230015,1,4,22,1,1,
22230015,1,4,24,1,0,
22230015,1,4,22,2,0,
22230015,1,4,24,2,1,
22230015,1,4,22,3,2,
22230015,1,4,24,3,0,
22230015,1,4,22,4,0,
22230015,1,4,24,4,3,
22230015,1,4,22,5,0,
22230015,1,4,24,5,1,
22230015,1,4,22,6,1,1
22230015,1,4,24,6,0,
22230015,1,4,22,7,0,
22230015,1,4,24,7,2,
22230015,1,4,22,8,9,
22230015,1,4,24,8,9,
22230015,1,5,11,1,1,
22230015,1,5,37,1,0,
22230015,1,5,11,2,0,
22230015,1,5,37,2,2,
22230015,1,5,11,3,4,
22230015,1,5,37,3,0,
22230015,1,5,11,4,0,
22230015,1,5,37,4,1,
22230015,1,5,11,5,1,
22230015,1,5,37,5,0,
22230015,1,5,11,6,0,
22230015,1,5,37,6,2,1
22230015,1,5,11,7,0,
22230015,1,5,37,7,1,
22230015,1,5,11,8,1,1
22230015,1,5,37,8,0,
22230015,2,1,15,1,0,
22230015,2,1,16,1,3,
22230015,2,1,15,2,1,
22230015,2,1,16,2,0,
22230015,2,1,15,3,0,
22230015,2,1,16,3,1,
22230015,2,1,15,4,1,
22230015,2,1,16,4,0,
22230015,2,1,15,5,0,
22230015,2,1,16,5,1,
22230015,2,1,15,6,0,2
22230015,2,1,16,6,1,
22230015,2,1,15,7,4,
22230015,2,1,16,7,0,
22230015,2,1,15,8,0,
22230015,2,1,16,8,1,2
22230015,2,2,17,1,0,
22230015,2,2,34,1,1,
22230015,2,2,17,2,2,
22230015,2,2,34,2,0,
22230015,2,2,17,3,1,
22230015,2,2,34,3,0,
22230015,2,2,17,4,2,
22230015,2,2,34,4,0,
22230015,2,2,17,5,0,
22230015,2,2,34,5,1,
22230015,2,2,17,6,1,
22230015,2,2,34,6,0,
22230015,2,2,17,7,0,
22230015,2,2,34,7,2,1
22230015,2,2,17,8,0,2
22230015,2,2,34,8,2,
22230015,2,2,17,9,1,
22230015,2,2,34,9,0,
22230015,2,3,18,1,2,
22230015,2,3,23,1,0,
22230015,2,3,18,2,2,
22230015,2,3,23,2,0,
22230015,2,3,18,3,3,
22230015,2,3,23,3,0,
22230015,2,3,18,4,3,
22230015,2,3,23,4,0,
22230015,2,3,18,5,0,
22230015,2,3,23,5,2,2
22230015,2,3,18,6,1,2
22230015,2,3,23,6,0,
22230015,2,4,28,1,2,
22230015,2,4,51,1,0,
22230015,2,4,28,2,0,
22230015,2,4,51,2,2,
22230015,2,4,28,3,2,
22230015,2,4,51,3,0,
22230015,2,4,28,4,0,
22230015,2,4,51,4,2,
22230015,2,4,28,5,1,
22230015,2,4,51,5,0,
22230015,2,4,28,6,0,
22230015,2,4,51,6,1,
22230015,2,4,28,7,0,1
22230015,2,4,51,7,2,
22230015,2,4,28,8,1,
22230015,2,4,51,8,0,
22230015,2,5,19,1,0,
22230015,2,5,20,1,2,
22230015,2,5,19,2,0,
22230015,2,5,20,2,1,
22230015,2,5,19,3,2,
22230015,2,5,20,3,0,
22230015,2,5,19,4,1,
22230015,2,5,20,4,0,
22230015,2,5,19,5,0,
22230015,2,5,20,5,1,
22230015,2,5,19,6,2,2
22230015,2,5,20,6,0,
22230015,2,5,19,7,0,
22230015,2,5,20,7,2,2
22230015,2,5,19,8,1,
22230015,2,5,20,8,0,
22230015,2,5,19,9,0,
22230015,2,5,20,9,1,
22230015,3,1,24,1,1,
22230015,3,1,46,1,0,
22230015,3,1,24,2,0,
22230015,3,1,46,2,2,
22230015,3,1,24,3,0,
22230015,3,1,46,3,2,
22230015,3,1,24,4,0,
22230015,3,1,46,4,1,
22230015,3,1,24,5,0,1
22230015,3,1,46,5,1,
22230015,3,1,24,6,0,
22230015,3,1,46,6,1,
22230015,3,2,22,1,1,
22230015,3,2,36,1,0,
22230015,3,2,22,2,1,
22230015,3,2,36,2,0,
22230015,3,2,22,3,2,
22230015,3,2,36,3,0,
22230015,3,2,22,4,1,
22230015,3,2,36,4,0,
22230015,3,2,22,5,0,
22230015,3,2,36,5,2,1
22230015,3,2,22,6,1,2
22230015,3,2,36,6,0,
22230015,3,2,22,7,0,
22230015,3,2,36,7,1,
22230015,3,2,22,8,0,
22230015,3,2,36,8,2,
22230015,3,3,37,1,0,
22230015,3,3,44,1,1,
22230015,3,3,37,2,3,
22230015,3,3,44,2,0,
22230015,3,3,37,3,0,
22230015,3,3,44,3,1,
22230015,3,3,37,4,2,
22230015,3,3,44,4,0,
22230015,3,3,37,5,0,
22230015,3,3,44,5,2,
22230015,3,3,37,6,0,2
22230015,3,3,44,6,1,
22230015,3,3,37,7,2,
22230015,3,3,44,7,0,
22230015,3,3,37,8,1,
22230015,3,3,44,8,0,1
22230015,3,4,11,1,0,
22230015,3,4,14,1,3,
22230015,3,4,11,2,0,
22230015,3,4,14,2,1,
22230015,3,4,11,3,1,
22230015,3,4,14,3,0,
22230015,3,4,11,4,0,
22230015,3,4,14,4,1,
22230015,3,4,11,5,0,2
22230015,3,4,14,5,1,
22230015,3,4,11,6,0,
22230015,3,4,14,6,1,
22230015,3,5,10,1,2,
22230015,3,5,25,1,0,
22230015,3,5,10,2,1,
22230015,3,5,25,2,0,
22230015,3,5,10,3,0,
22230015,3,5,25,3,1,
22230015,3,5,10,4,3,
22230015,3,5,25,4,0,
22230015,3,5,10,5,0,
22230015,3,5,25,5,3,2
22230015,3,5,10,6,1,
22230015,3,5,25,6,0,
22230015,3,5,10,7,0,
22230015,3,5,25,7,1,
22230015,3,5,10,8,3,2
22230015,3,5,25,8,0,
22230015,4,1,17,1,1,
22230015,4,1,51,1,0,
22230015,4,1,17,2,2,
22230015,4,1,51,2,0,
22230015,4,1,17,3,0,
22230015,4,1,51,3,2,
22230015,4,1,17,4,2,
22230015,4,1,51,4,0,
22230015,4,1,17,5,0,
22230015,4,1,51,5,1,1
22230015,4,1,17,6,1,2
22230015,4,1,51,6,0,
22230015,4,1,17,7,0,
22230015,4,1,51,7,1,
22230015,4,1,17,8,9,
22230015,4,1,51,8,9,
22230015,4,2,15,1,4,
22230015,4,2,28,1,0,
22230015,4,2,15,2,0,
22230015,4,2,28,2,1,
