CompetitionID,SessionID,GameID,GroupID,Sheet,NOC1,NOC2,ResultStr1,ResultStr2,LSFE,Winner,TeamID1,TeamID2
23240026,49,1,0,C,EST,SWE,4,8,0,0,37,19
24250026,1,1,1,A,CAN,GER,10,5,1,1,10,15
24250026,1,2,1,B,CHN,KOR,7,4,1,1,43,44
24250026,1,3,1,C,SCO,NED,10,3,0,1,14,25
24250026,1,4,1,D,FIN,ITA,3,10,0,0,12,24
24250026,1,5,1,E,DEN,SWE,4,5,1,0,11,19
24250026,2,1,2,A,ESP,JPN,1,9,0,0,34,16
24250026,2,2,2,B,AUS,SUI,7,3,0,1,46,18
24250026,2,3,2,C,USA,TUR,11,3,1,1,20,51
24250026,2,4,2,D,CZE,NOR,8,9,1,0,22,17
24250026,2,5,2,E,NZL,EST,4,8,0,0,30,37
24250026,3,1,1,A,KOR,FIN,6,8,0,0,44,12
24250026,3,2,1,B,GER,ITA,3,10,0,0,15,24
24250026,3,3,1,C,DEN,CAN,4,6,1,0,11,10
24250026,3,4,1,D,SWE,NED,9,4,1,1,19,25
24250026,3,5,1,E,CHN,SCO,5,8,0,0,43,14
24250026,4,1,2,A,SUI,CZE,6,7,1,0,18,22
24250026,4,2,2,B,JPN,NOR,5,8,1,0,16,17
24250026,4,3,2,C,NZL,ESP,13,5,0,1,30,34
24250026,4,4,2,D,EST,TUR,9,2,1,1,37,51
24250026,4,5,2,E,AUS,USA,10,7,1,1,46,20
24250026,5,1,1,A,NED,CHN,3,5,0,0,25,43
24250026,5,2,1,B,CAN,SWE,8,6,0,1,10,19
24250026,5,3,1,C,GER,FIN,6,12,1,0,15,12
24250026,5,4,1,D,SCO,DEN,7,3,1,1,14,11
24250026,5,5,1,E,KOR,ITA,4,9,0,0,44,24
24250026,6,1,2,A,TUR,AUS,2,10,0,0,51,46
24250026,6,2,2,B,ESP,EST,5,6,0,0,34,37
24250026,6,3,2,C,JPN,CZE,7,6,1,1,16,22
24250026,6,4,2,D,USA,NZL,10,2,1,1,20,30
24250026,6,5,2,E,SUI,NOR,8,3,0,1,18,17
24250026,7,1,1,A,ITA,DEN,8,5,1,1,24,11
24250026,7,2,1,B,SCO,FIN,9,2,1,1,14,12
24250026,7,3,1,C,SWE,KOR,9,6,0,1,19,44
24250026,7,4,1,D,NED,CAN,3,7,1,0,25,10
24250026,7,5,1,E,GER,CHN,7,6,1,1,15,43
24250026,8,1,2,A,NOR,NZL,10,6,0,1,17,30
24250026,8,2,2,B,USA,CZE,6,3,1,1,20,22
24250026,8,3,2,C,EST,SUI,4,6,1,0,37,18
24250026,8,4,2,D,TUR,ESP,8,6,1,1,51,34
24250026,8,5,2,E,JPN,AUS,7,4,0,1,16,46
24250026,9,1,1,A,SCO,KOR,7,10,0,0,14,44
24250026,9,2,1,B,DEN,GER,1,7,1,0,11,15
24250026,9,3,1,C,CAN,ITA,5,7,0,0,10,24
24250026,9,4,1,D,CHN,SWE,5,10,0,0,43,19
24250026,9,5,1,E,FIN,NED,6,3,0,1,12,25
24250026,10,1,2,A,USA,SUI,9,5,0,1,20,18
24250026,10,2,2,B,NZL,JPN,6,3,1,1,30,16
24250026,10,3,2,C,ESP,NOR,2,10,0,0,34,17
24250026,10,4,2,D,AUS,EST,7,4,1,1,46,37
24250026,10,5,2,E,CZE,TUR,8,3,1,1,22,51
24250026,11,1,1,A,DEN,NED,7,5,1,1,11,25
24250026,11,2,1,B,KOR,CAN,6,11,0,0,44,10
24250026,11,3,1,C,FIN,CHN,9,7,1,1,12,43
24250026,11,4,1,D,ITA,SCO,7,4,1,1,24,14
24250026,11,5,1,E,SWE,GER,8,6,0,1,19,15
24250026,12,1,2,A,NZL,TUR,8,5,0,1,30,51
24250026,12,2,2,B,SUI,ESP,10,1,1,1,18,34
24250026,12,3,2,C,CZE,AUS,2,7,1,0,22,46
24250026,12,4,2,D,NOR,USA,3,9,0,0,17,20
24250026,12,5,2,E,EST,JPN,10,8,1,1,37,16
24250026,13,1,1,A,CHN,ITA,2,8,0,0,43,24
24250026,13,2,1,B,SWE,SCO,6,7,1,0,19,14
24250026,13,3,1,C,NED,GER,7,5,1,1,25,15
24250026,13,4,1,D,DEN,KOR,4,6,1,0,11,44
24250026,13,5,1,E,CAN,FIN,13,2,1,1,10,12
24250026,14,1,2,A,AUS,NOR,8,7,1,1,46,17
24250026,14,2,2,B,EST,USA,7,6,1,1,37,20
24250026,14,3,2,C,TUR,JPN,3,9,0,0,51,16
24250026,14,4,2,D,NZL,SUI,8,7,0,1,30,18
24250026,14,5,2,E,ESP,CZE,2,6,1,0,34,22
24250026,15,1,1,A,GER,SCO,1,7,0,0,15,14
24250026,15,2,1,B,FIN,DEN,10,3,0,1,12,11
24250026,15,3,1,C,ITA,SWE,6,4,0,1,24,19
24250026,15,4,1,D,CAN,CHN,9,4,1,1,10,43
24250026,15,5,1,E,NED,KOR,5,9,0,0,25,44
24250026,16,1,2,A,JPN,USA,8,6,0,1,16,20
24250026,16,2,2,B,CZE,NZL,5,7,0,0,22,30
24250026,16,3,2,C,NOR,EST,10,9,1,1,17,37
24250026,16,4,2,D,ESP,AUS,3,8,0,0,34,46
24250026,16,5,2,E,TUR,SUI,3,9,1,0,51,18
24250026,17,1,1,A,FIN,SWE,3,7,0,0,12,19
24250026,17,2,1,B,ITA,NED,8,5,0,1,24,25
24250026,17,3,1,C,CHN,DEN,5,6,0,0,43,11
24250026,17,4,1,D,KOR,GER,8,4,1,1,44,15
24250026,17,5,1,E,SCO,CAN,8,7,1,1,14,10
24250026,18,1,2,A,CZE,EST,5,6,1,0,22,37
24250026,18,2,2,B,NOR,TUR,7,4,1,1,17,51
24250026,18,3,2,C,AUS,NZL,7,5,0,1,46,30
24250026,18,4,2,D,SUI,JPN,7,6,1,1,18,16
24250026,18,5,2,E,USA,ESP,10,2,0,1,20,34
24250026,41,1,0,D,EST,CAN,7,5,1,1,37,10
24250026,41,2,0,B,USA,SCO,5,7,0,0,20,14
24250026,45,1,0,A,DEN,TUR,9,0,0,1,11,51
24250026,45,2,0,E,CZE,CHN,7,5,1,1,22,43
24250026,46,1,0,B,ITA,EST,7,6,1,1,24,37
24250026,46,2,0,D,AUS,SCO,6,9,1,0,46,14
24250026,46,3,0,C,CAN,USA,4,8,1,0,10,20
24250026,48,1,0,C,AUS,EST,9,2,1,1,46,37
24250026,49,1,0,C,SCO,ITA,4,9,0,0,14,24
