CompetitionID,SessionID,GameID,EndID,ShotID,TeamID,PlayerID,Task,Handle,Points,TimeOut,stone_1_x,stone_1_y,stone_2_x,stone_2_y,stone_3_x,stone_3_y,stone_4_x,stone_4_y,stone_5_x,stone_5_y,stone_6_x,stone_6_y,stone_7_x,stone_7_y,stone_8_x,stone_8_y,stone_9_x,stone_9_y,stone_10_x,stone_10_y,stone_11_x,stone_11_y,stone_12_x,stone_12_y
0,1,1,3,17,19,2,0,1,3,,750.0,1916.0,657.0,1832.0,628.0,674.0,774.0,1096.0,0.0,0.0,0.0,0.0,750.0,650.0,898.0,1109.0,679.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,3,18,27,2,3,1,4,,750.0,1916.0,657.0,1832.0,628.0,674.0,774.0,1096.0,0.0,0.0,0.0,0.0,749.0,619.0,759.0,743.0,679.0,943.0,924.0,1190.0,0.0,0.0,0.0,0.0
0,1,1,3,19,19,2,3,1,0,,716.0,1897.0,657.0,1832.0,628.0,674.0,774.0,1096.0,983.0,1420.0,0.0,0.0,749.0,619.0,759.0,743.0,679.0,943.0,924.0,1190.0,0.0,0.0,0.0,0.0
0,1,1,3,20,27,2,2,1,4,,716.0,1897.0,657.0,1832.0,628.0,674.0,774.0,1096.0,983.0,1420.0,0.0,0.0,749.0,619.0,759.0,743.0,679.0,943.0,924.0,1190.0,858.0,2277.0,0.0,0.0
0,1,1,3,21,19,1,2,1,4,,716.0,1897.0,657.0,1832.0,628.0,674.0,774.0,1096.0,983.0,1420.0,483.0,2594.0,749.0,619.0,759.0,743.0,679.0,943.0,924.0,1190.0,858.0,2277.0,0.0,0.0
0,1,1,3,22,27,1,3,1,4,,716.0,1897.0,657.0,1832.0,628.0,674.0,774.0,1096.0,963.0,1274.0,483.0,2594.0,749.0,619.0,759.0,743.0,679.0,943.0,850.0,707.0,858.0,2277.0,1018.0,1495.0
0,1,1,4,7,27,1,0,0,3,,750.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1916.0,775.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,4,8,19,1,0,0,4,,750.0,650.0,703.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1916.0,775.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,4,9,27,2,0,1,3,,750.0,650.0,703.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1916.0,768.0,1080.0,803.0,1190.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,4,16,19,2,3,0,0,,750.0,650.0,703.0,1148.0,4095.0,4095.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,1917.0,768.0,1080.0,803.0,1190.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,4,17,27,2,0,1,3,,750.0,650.0,703.0,1148.0,4095.0,4095.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,1917.0,768.0,1080.0,803.0,1190.0,884.0,918.0,0.0,0.0,0.0,0.0
0,1,1,4,18,19,2,0,1,2,,750.0,650.0,703.0,1148.0,4095.0,4095.0,885.0,1288.0,0.0,0.0,0.0,0.0,768.0,1917.0,768.0,1080.0,803.0,1190.0,884.0,918.0,0.0,0.0,0.0,0.0
0,1,1,4,19,27,2,0,0,2,,750.0,650.0,706.0,1142.0,4095.0,4095.0,885.0,1288.0,0.0,0.0,0.0,0.0,768.0,1917.0,768.0,1080.0,803.0,1190.0,884.0,918.0,693.0,1236.0,0.0,0.0
0,1,1,4,20,19,2,0,0,0,,750.0,650.0,706.0,1142.0,4095.0,4095.0,885.0,1288.0,4095.0,4095.0,0.0,0.0,768.0,1917.0,768.0,1080.0,803.0,1190.0,884.0,918.0,693.0,1236.0,0.0,0.0
0,1,1,4,21,27,1,0,0,0,,750.0,650.0,706.0,1142.0,4095.0,4095.0,885.0,1288.0,4095.0,4095.0,0.0,0.0,768.0,1917.0,768.0,1080.0,803.0,1190.0,884.0,918.0,693.0,1236.0,586.0,1855.0
0,1,1,4,22,19,1,0,0,0,,750.0,650.0,706.0,1142.0,4095.0,4095.0,885.0,1288.0,4095.0,4095.0,440.0,1716.0,768.0,1917.0,768.0,1080.0,803.0,1190.0,884.0,918.0,693.0,1236.0,605.0,1836.0
0,1,1,5,7,19,1,0,0,3,,750.0,1916.0,751.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,5,8,27,1,0,1,2,,750.0,1916.0,751.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,650.0,807.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,5,9,19,2,0,0,2,,750.0,1916.0,751.0,1180.0,673.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,650.0,807.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,5,16,27,2,0,0,2,,750.0,1916.0,749.0,1174.0,673.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,650.0,807.0,499.0,691.0,1242.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,5,17,19,2,0,0,4,,750.0,1916.0,749.0,1174.0,673.0,486.0,638.0,898.0,0.0,0.0,0.0,0.0,750.0,650.0,807.0,499.0,691.0,1242.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,5,18,27,2,8,1,4,,4095.0,0.0,749.0,1174.0,673.0,486.0,638.0,898.0,0.0,0.0,0.0,0.0,750.0,650.0,807.0,499.0,691.0,1242.0,4095.0,4095.0,0.0,0.0,0.0,0.0
0,1,1,5,19,19,2,0,1,3,,4095.0,0.0,749.0,1174.0,673.0,486.0,638.0,898.0,845.0,684.0,0.0,0.0,750.0,650.0,807.0,499.0,691.0,1242.0,4095.0,4095.0,0.0,0.0,0.0,0.0
0,1,1,5,20,27,2,0,1,3,,4095.0,0.0,749.0,1174.0,673.0,486.0,638.0,898.0,845.0,684.0,0.0,0.0,750.0,650.0,807.0,499.0,691.0,1242.0,4095.0,4095.0,850.0,953.0,0.0,0.0
0,1,1,5,21,19,1,2,0,4,,4095.0,0.0,749.0,1174.0,673.0,486.0,638.0,898.0,845.0,684.0,911.0,2406.0,750.0,650.0,807.0,499.0,691.0,1242.0,4095.0,4095.0,850.0,953.0,0.0,0.0
0,1,1,5,22,27,1,3,0,0,,4095.0,0.0,710.0,856.0,673.0,486.0,606.0,895.0,845.0,684.0,924.0,2406.0,750.0,650.0,807.0,499.0,691.0,1242.0,4095.0,4095.0,850.0,953.0,788.0,1248.0
0,1,1,6,7,19,1,0,0,4,,1089.0,1916.0,751.0,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,6,8,27,1,0,0,3,,1089.0,1916.0,751.0,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,850.0,1101.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,6,9,19,2,0,0,4,,1089.0,1916.0,751.0,931.0,1101.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,843.0,1101.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,6,16,27,2,7,1,3,,1089.0,1916.0,4095.0,0.0,1101.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,843.0,1101.0,529.0,261.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,6,17,19,2,0,1,4,,1089.0,1916.0,4095.0,0.0,1101.0,921.0,420.0,746.0,0.0,0.0,0.0,0.0,1150.0,843.0,1101.0,529.0,261.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,6,18,27,2,0,0,2,,1089.0,1916.0,4095.0,0.0,1101.0,921.0,420.0,746.0,0.0,0.0,0.0,0.0,1150.0,843.0,1101.0,529.0,261.0,743.0,1021.0,1197.0,0.0,0.0,0.0,0.0
0,1,1,6,19,19,2,0,0,3,,1089.0,1916.0,4095.0,0.0,1101.0,921.0,420.0,746.0,676.0,500.0,0.0,0.0,1150.0,843.0,1101.0,529.0,261.0,743.0,1021.0,1197.0,0.0,0.0,0.0,0.0
0,1,1,6,20,27,2,0,0,3,,1089.0,1916.0,4095.0,0.0,1101.0,921.0,420.0,746.0,676.0,500.0,0.0,0.0,1150.0,843.0,1101.0,529.0,261.0,743.0,1021.0,1197.0,927.0,847.0,0.0,0.0
0,1,1,6,21,19,1,6,0,4,,1089.0,1916.0,4095.0,0.0,1101.0,921.0,349.0,704.0,676.0,500.0,501.0,665.0,1150.0,843.0,4095.0,0.0,261.0,743.0,1021.0,1197.0,4095.0,0.0,0.0,0.0
0,1,1,6,22,27,1,0,0,4,,1089.0,1916.0,4095.0,0.0,1101.0,921.0,349.0,704.0,683.0,389.0,501.0,665.0,1150.0,843.0,4095.0,0.0,261.0,743.0,1021.0,1197.0,4095.0,0.0,641.0,577.0
0,1,1,7,7,27,1,0,0,4,,1150.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,1916.0,1098.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,7,8,19,1,3,0,4,,1235.0,603.0,1103.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,1916.0,1098.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,7,9,27,2,0,1,4,,1235.0,603.0,1103.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,1916.0,1098.0,921.0,652.0,794.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,7,16,19,2,7,0,0,,1235.0,603.0,1103.0,1015.0,4095.0,4095.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,1916.0,1098.0,921.0,652.0,794.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,7,17,27,2,2,1,3,,1235.0,603.0,1103.0,1015.0,4095.0,4095.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,1916.0,1098.0,921.0,652.0,794.0,717.0,1427.0,0.0,0.0,0.0,0.0
0,1,1,7,18,19,2,9,1,0,,1235.0,603.0,1103.0,1015.0,4095.0,4095.0,4095.0,4095.0,0.0,0.0,0.0,0.0,1089.0,1916.0,1098.0,921.0,652.0,794.0,717.0,1427.0,0.0,0.0,0.0,0.0
0,1,1,7,19,27,2,0,0,4,,1235.0,603.0,1103.0,1015.0,4095.0,4095.0,4095.0,4095.0,0.0,0.0,0.0,0.0,1089.0,1916.0,1098.0,921.0,652.0,794.0,717.0,1427.0,732.0,830.0,0.0,0.0
0,1,1,7,20,19,2,9,0,2,,1235.0,603.0,1103.0,1015.0,4095.0,4095.0,4095.0,4095.0,4095.0,4095.0,0.0,0.0,1089.0,1916.0,1098.0,921.0,652.0,794.0,4095.0,0.0,732.0,830.0,0.0,0.0
0,1,1,7,21,27,1,2,1,4,,1235.0,603.0,1103.0,1015.0,4095.0,4095.0,4095.0,4095.0,4095.0,4095.0,0.0,0.0,1089.0,1916.0,1098.0,921.0,652.0,794.0,4095.0,0.0,732.0,830.0,723.0,2251.0
0,1,1,7,22,19,1,0,0,0,,1235.0,603.0,1103.0,1015.0,4095.0,4095.0,4095.0,4095.0,4095.0,4095.0,370.0,1690.0,1089.0,1916.0,1098.0,921.0,652.0,794.0,4095.0,0.0,732.0,830.0,856.0,2208.0
0,1,1,8,7,27,1,0,0,4,,750.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1916.0,728.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,8,8,19,1,0,1,4,,751.0,626.0,751.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1916.0,728.0,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,8,9,27,2,0,0,4,,751.0,626.0,764.0,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1916.0,728.0,727.0,709.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,8,16,19,2,0,1,4,,751.0,626.0,764.0,811.0,751.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1916.0,728.0,727.0,696.0,876.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,8,17,27,2,10,1,0,1.0,751.0,626.0,764.0,811.0,751.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,4095.0,0.0,728.0,727.0,696.0,876.0,1143.0,1829.0,0.0,0.0,0.0,0.0
0,1,1,8,18,19,2,0,0,4,1.0,751.0,626.0,764.0,811.0,751.0,986.0,1098.0,980.0,0.0,0.0,0.0,0.0,4095.0,0.0,728.0,727.0,696.0,876.0,1143.0,1829.0,0.0,0.0,0.0,0.0
0,1,1,8,19,27,2,9,1,4,,751.0,626.0,4095.0,0.0,4095.0,0.0,1098.0,980.0,0.0,0.0,0.0,0.0,4095.0,0.0,397.0,474.0,696.0,863.0,1143.0,1829.0,4095.0,4095.0,0.0,0.0
0,1,1,8,20,19,2,0,1,3,,751.0,626.0,4095.0,0.0,4095.0,0.0,1098.0,980.0,402.0,792.0,0.0,0.0,4095.0,0.0,397.0,474.0,696.0,863.0,1143.0,1829.0,4095.0,4095.0,0.0,0.0
0,1,1,8,21,27,1,9,0,2,,4095.0,0.0,4095.0,0.0,4095.0,0.0,1098.0,980.0,402.0,792.0,0.0,0.0,4095.0,0.0,4095.0,0.0,696.0,863.0,1143.0,1829.0,397.0,477.0,4095.0,4095.0
0,1,1,8,22,19,1,6,0,0,,4095.0,0.0,4095.0,0.0,4095.0,0.0,1098.0,980.0,402.0,792.0,4095.0,4095.0,4095.0,0.0,4095.0,0.0,696.0,863.0,1143.0,1829.0,397.0,477.0,4095.0,4095.0
0,1,2,1,7,20,1,0,1,0,,750.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,1865.0,811.0,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,1,8,46,1,0,0,3,,750.0,650.0,616.0,908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,1865.0,811.0,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,1,9,20,2,0,0,4,,750.0,650.0,603.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,1865.0,811.0,1972.0,671.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,1,16,46,2,0,0,2,,750.0,650.0,603.0,837.0,645.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,1865.0,811.0,1972.0,671.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,1,17,20,2,0,1,4,,749.0,613.0,603.0,837.0,645.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,1865.0,811.0,1972.0,671.0,963.0,781.0,733.0,0.0,0.0,0.0,0.0
0,1,2,1,18,46,2,9,1,4,,4095.0,0.0,603.0,837.0,645.0,1128.0,778.0,1832.0,0.0,0.0,0.0,0.0,4095.0,0.0,811.0,1972.0,648.0,645.0,55.0,963.0,0.0,0.0,0.0,0.0
0,1,2,1,19,20,2,9,0,4,,4095.0,0.0,4095.0,0.0,4095.0,0.0,778.0,1832.0,0.0,0.0,0.0,0.0,4095.0,0.0,811.0,1972.0,648.0,645.0,55.0,963.0,636.0,1213.0,0.0,0.0
0,1,2,1,20,46,2,9,0,0,,4095.0,0.0,4095.0,0.0,4095.0,0.0,4095.0,0.0,4095.0,0.0,0.0,0.0,4095.0,0.0,811.0,1972.0,648.0,645.0,55.0,963.0,636.0,1213.0,0.0,0.0
0,1,2,1,21,20,1,0,1,4,,4095.0,0.0,4095.0,0.0,4095.0,0.0,4095.0,0.0,4095.0,0.0,0.0,0.0,4095.0,0.0,811.0,1972.0,648.0,645.0,55.0,963.0,636.0,1213.0,720.0,798.0
0,1,2,1,22,46,1,9,0,4,,4095.0,0.0,4095.0,0.0,4095.0,0.0,4095.0,0.0,4095.0,0.0,629.0,1287.0,4095.0,0.0,811.0,1972.0,4095.0,0.0,55.0,963.0,4095.0,0.0,4095.0,0.0
0,1,2,2,7,46,1,0,1,4,,750.0,1916.0,732.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,2,8,20,1,0,1,3,,750.0,1916.0,732.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,650.0,722.0,1109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,2,9,46,2,0,0,2,,750.0,1916.0,732.0,989.0,709.0,1239.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,650.0,722.0,1109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,2,16,20,2,0,0,0,,1017.0,1820.0,732.0,989.0,709.0,1239.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,650.0,722.0,1109.0,433.0,1693.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,2,17,46,2,2,0,3,,1017.0,1820.0,732.0,989.0,709.0,1239.0,673.0,1904.0,0.0,0.0,0.0,0.0,750.0,650.0,722.0,1109.0,433.0,1693.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,2,18,20,2,9,0,2,,1017.0,1820.0,732.0,989.0,475.0,1093.0,4095.0,0.0,0.0,0.0,0.0,0.0,750.0,650.0,722.0,1109.0,433.0,1693.0,4095.0,0.0,0.0,0.0,0.0,0.0
0,1,2,2,19,46,2,2,0,4,,1017.0,1820.0,732.0,989.0,475.0,1093.0,4095.0,0.0,725.0,2232.0,0.0,0.0,750.0,650.0,722.0,1109.0,433.0,1693.0,4095.0,0.0,0.0,0.0,0.0,0.0
0,1,2,2,20,20,2,10,0,4,,1017.0,1820.0,4095.0,0.0,4095.0,0.0,4095.0,0.0,725.0,2232.0,0.0,0.0,864.0,532.0,722.0,1109.0,148.0,1534.0,4095.0,0.0,4095.0,0.0,0.0,0.0
0,1,2,2,21,46,1,0,1,4,,1017.0,1820.0,4095.0,0.0,4095.0,0.0,4095.0,0.0,725.0,2232.0,845.0,626.0,864.0,532.0,722.0,1109.0,148.0,1534.0,4095.0,0.0,4095.0,0.0,0.0,0.0
0,1,2,2,22,20,1,0,0,4,,1017.0,1820.0,4095.0,0.0,4095.0,0.0,4095.0,0.0,725.0,2232.0,845.0,626.0,864.0,532.0,722.0,1109.0,148.0,1534.0,4095.0,0.0,4095.0,0.0,709.0,642.0
