CompetitionID,SessionID,GameID,TeamID,EndID,Result,PowerPlay,GameUID,EndUID,NOC1,NOC2,TeamID1,TeamID2,LSFE,OpponentNOC,Has_Hammer,PP_Right,PP_Left,BurialDepth,GuardAngle,ClusterIndex,SideOpenness
22230015,4,1,51,8,9,0.0,22230015_4_1,22230015_4_1_51_8,NOR,TUR,17,51,0,NOR,0,0.5609756097560976,0.43902439024390244,42.62017297614211,-1.2566370964050293,0.6266666666666667,0.6
22230015,5,1,14,8,9,0.0,22230015_5_1,22230015_5_1_14_8,SCO,NED,14,25,0,NED,0,0.5217391304347826,0.4782608695652174,68.12059515061966,-0.5293410301208497,0.8647619047619047,0.8
22230015,5,1,25,8,9,0.0,22230015_5_1,22230015_5_1_25_8,SCO,NED,14,25,0,SCO,1,0.4,0.6,59.27522780031158,-0.15083165168762208,0.6833333333333333,0.8
22230015,5,3,24,8,9,0.0,22230015_5_3,22230015_5_3_24_8,HUN,ITA,36,24,1,HUN,0,0.3333333333333333,0.6666666666666666,29.87605549184665,-0.387345027923584,0.6933333333333334,0.4
22230015,5,3,36,8,9,0.0,22230015_5_3,22230015_5_3_36_8,HUN,ITA,36,24,1,ITA,1,0.6410256410256411,0.358974358974359,12.7178643628218,-0.9229340553283691,0.5166666666666667,0.4
22230015,6,5,17,8,9,0.0,22230015_6_5,22230015_6_5_17_8,NOR,AUT,17,28,1,AUT,0,0.5,0.5,45.07644041424644,1.2566370964050293,0.5676190476190476,0.0
22230015,6,5,28,8,9,0.0,22230015_6_5,22230015_6_5_28_8,NOR,AUT,17,28,1,NOR,1,0.5609756097560976,0.43902439024390244,34.80517202945562,0.942477822303772,0.3833333333333333,0.2
22230015,7,4,14,7,9,0.0,22230015_7_4,22230015_7_4_14_7,SCO,KOR,14,44,1,KOR,0,0.5769230769230769,0.4230769230769231,29.91334007751962,1.1450470447540284,0.45015873015873015,0.2
22230015,7,4,44,7,9,0.0,22230015_7_4,22230015_7_4_44_7,SCO,KOR,14,44,1,SCO,1,0.4,0.6,30.346464145365378,1.0892520189285277,0.4111111111111111,0.6
22230015,10,1,17,8,9,0.0,22230015_10_1,22230015_10_1_17_8,SUI,NOR,18,17,0,SUI,1,0.37142857142857144,0.6285714285714286,53.950811340172606,-0.7941490173339844,0.51,1.4
22230015,10,1,18,8,9,0.0,22230015_10_1,22230015_10_1_18_8,SUI,NOR,18,17,0,NOR,0,0.5609756097560976,0.43902439024390244,62.8070468303687,-0.15230324268341064,0.5199999999999999,0.8
22230015,11,3,24,8,9,2.0,22230015_11_3,22230015_11_3_24_8,ITA,NED,24,25,1,NED,1,0.5217391304347826,0.4782608695652174,307.3398639248753,2.4137901306152343,0.0,-1.0
22230015,11,3,25,8,9,0.0,22230015_11_3,22230015_11_3_25_8,ITA,NED,24,25,1,ITA,0,0.6410256410256411,0.358974358974359,322.49030993194197,2.4137901306152343,0.0,-1.2
22230015,12,4,18,8,9,2.0,22230015_12_4,22230015_12_4_18_8,AUT,SUI,28,18,1,AUT,1,0.5,0.5,314.3439797709821,1.4925618171691895,0.0,-1.0
22230015,12,4,28,8,9,0.0,22230015_12_4,22230015_12_4_28_8,AUT,SUI,28,18,1,SUI,0,0.37142857142857144,0.6285714285714286,303.39705280131307,1.4925618171691895,0.0,-1.6
22230015,16,4,16,8,9,0.0,22230015_16_4,22230015_16_4_16_8,JPN,ESP,16,34,0,ESP,1,0.5,0.5,133.8606474530288,-1.2865942001342774,0.32,-1.4
22230015,16,4,34,8,9,0.0,22230015_16_4,22230015_16_4_34_8,JPN,ESP,16,34,0,JPN,0,0.38461538461538464,0.6153846153846154,162.18443947524887,-1.6087292909622193,0.3466666666666667,-1.0
22230015,17,3,25,8,9,1.0,22230015_17_3,22230015_17_3_25_8,NED,EST,25,37,0,EST,1,0.45161290322580644,0.5483870967741935,90.08440486565918,0.09948399662971497,0.32999999999999996,3.0
22230015,17,3,37,8,9,0.0,22230015_17_3,22230015_17_3_37_8,NED,EST,25,37,0,NED,0,0.5217391304347826,0.4782608695652174,148.1858811322299,0.09948399662971497,0.2942857142857143,3.4
22230015,18,4,15,8,9,0.0,22230015_18_4,22230015_18_4_15_8,NOR,GER,17,15,1,NOR,1,0.5609756097560976,0.43902439024390244,77.38982009423475,0.522331702709198,0.3746031746031746,0.0
22230015,18,4,17,8,9,0.0,22230015_18_4,22230015_18_4_17_8,NOR,GER,17,15,1,GER,0,0.4782608695652174,0.5217391304347826,72.28530831673643,0.8364909768104554,0.5226190476190476,0.4
22230015,41,1,14,8,9,0.0,22230015_41_1,22230015_41_1_14_8,USA,SCO,20,14,1,USA,0,0.425,0.575,208.81702648425252,1.08486065864563,0.29333333333333333,-3.2
22230015,41,1,20,8,9,2.0,22230015_41_1,22230015_41_1_20_8,USA,SCO,20,14,1,SCO,1,0.4,0.6,183.2962884289757,0.9782171726226807,0.3833333333333333,-2.6
22230015,46,1,10,8,9,0.0,22230015_46_1,22230015_46_1_10_8,USA,CAN,20,10,0,USA,1,0.425,0.575,30.203835165632768,0.942477822303772,0.3833333333333333,1.4
22230015,46,1,20,8,9,0.0,22230015_46_1,22230015_46_1_20_8,USA,CAN,20,10,0,CAN,0,0.5897435897435898,0.41025641025641024,60.65229031813808,1.2566370964050293,0.41,1.4
23240026,1,2,24,8,9,0.0,23240026_1_2,23240026_1_2_24_8,ESP,ITA,34,24,1,ESP,0,0.5,0.5,37.00053720510995,-1.5707963705062866,0.7528571428571429,-0.6
23240026,1,2,34,8,9,0.0,23240026_1_2,23240026_1_2_34_8,ESP,ITA,34,24,1,ITA,1,0.6410256410256411,0.358974358974359,31.087895258847198,-1.2566370964050293,0.6195238095238096,-0.4
23240026,1,3,37,8,9,0.0,23240026_1_3,23240026_1_3_37_8,TUR,EST,51,37,0,TUR,1,0.5454545454545454,0.45454545454545453,100.85786539539235,-0.9398061990737915,0.45,-1.0
23240026,1,3,51,8,9,0.0,23240026_1_3,23240026_1_3_51_8,TUR,EST,51,37,0,EST,0,0.45161290322580644,0.5483870967741935,118.52609273178614,0.1469651460647583,0.5866666666666667,-1.6
23240026,1,4,13,8,9,0.0,23240026_1_4,23240026_1_4_13_8,SUI,FRA,18,13,0,SUI,1,0.37142857142857144,0.6285714285714286,65.57408927572084,0.942477822303772,0.4366666666666667,0.4
23240026,1,4,18,8,9,0.0,23240026_1_4,23240026_1_4_18_8,SUI,FRA,18,13,0,FRA,0,0.42857142857142855,0.5714285714285714,94.17346631079613,1.2566370964050293,0.5433333333333333,0.2
23240026,2,1,14,8,9,0.0,23240026_2_1,23240026_2_1_14_8,SCO,CZE,14,22,0,CZE,0,0.5483870967741935,0.45161290322580644,76.85102132897933,0.01994168758392334,0.6961111111111111,2.2
23240026,2,1,22,8,9,0.0,23240026_2_1,23240026_2_1_22_8,SCO,CZE,14,22,0,SCO,1,0.4,0.6,32.95257218929731,0.2227339744567871,0.5706349206349206,2.2
23240026,3,2,13,8,9,0.0,23240026_3_2,23240026_3_2_13_8,GER,FRA,15,13,1,GER,1,0.4782608695652174,0.5217391304347826,5.768882040742382,1.0288803815841674,0.5166666666666666,1.4
23240026,3,2,15,8,9,0.0,23240026_3_2,23240026_3_2_15_8,GER,FRA,15,13,1,FRA,0,0.42857142857142855,0.5714285714285714,7.211102550927978,1.217994797229767,0.6133333333333333,1.6
23240026,3,5,34,8,9,0.0,23240026_3_5,23240026_3_5_34_8,ESP,TUR,34,51,1,TUR,1,0.5454545454545454,0.45454545454545453,33.024498907199344,-0.9926906108856202,0.6095238095238095,-1.4
23240026,3,5,51,8,9,0.0,23240026_3_5,23240026_3_5_51_8,ESP,TUR,34,51,1,ESP,0,0.5,0.5,39.24703858164096,-1.480532717704773,0.7346031746031746,-1.8
23240026,4,3,14,8,9,0.0,23240026_4_3,23240026_4_3_14_8,KOR,SCO,44,14,0,KOR,1,0.5769230769230769,0.4230769230769231,41.632403855942655,1.268259620666504,0.5083333333333333,0.0
23240026,4,3,44,8,9,0.0,23240026_4_3,23240026_4_3_44_8,KOR,SCO,44,14,0,SCO,0,0.4,0.6,71.03040505210622,1.5882301568984984,0.6342857142857142,0.0
23240026,5,5,13,8,9,0.0,23240026_5_5,23240026_5_5_13_8,ITA,FRA,24,13,0,ITA,1,0.6410256410256411,0.358974358974359,62.690108979268985,0.5788826704025268,0.6,0.6
23240026,5,5,24,8,9,0.0,23240026_5_5,23240026_5_5_24_8,ITA,FRA,24,13,0,FRA,0,0.42857142857142855,0.5714285714285714,89.89226172815775,0.15496702194213868,0.7466666666666667,0.8
23240026,6,4,19,8,9,0.0,23240026_6_4,23240026_6_4_19_8,SWE,KOR,19,44,1,KOR,0,0.5769230769230769,0.4230769230769231,51.708547570667214,0.8387703418731689,0.8425396825396826,-1.0
23240026,6,4,44,8,9,0.0,23240026_6_4,23240026_6_4_44_8,SWE,KOR,19,44,1,SWE,1,0.5675675675675675,0.43243243243243246,46.09955703817834,0.5246110677719116,0.6916666666666667,-0.2
23240026,8,1,10,8,9,0.0,23240026_8_1,23240026_8_1_10_8,CAN,KOR,10,44,0,KOR,0,0.5769230769230769,0.4230769230769231,341.1355425974008,1.2758904695510864,0.04,3.2
23240026,8,1,44,8,9,1.0,23240026_8_1,23240026_8_1_44_8,CAN,KOR,10,44,0,CAN,1,0.5897435897435898,0.41025641025641024,261.952841345617,1.0207123756408691,0.08,2.8
23240026,8,4,14,8,9,0.0,23240026_8_4,23240026_8_4_14_8,USA,SCO,20,14,0,USA,0,0.425,0.575,35.471782292079695,-0.4953636407852173,0.4133333333333333,-0.4
23240026,8,4,20,8,9,0.0,23240026_8_4,23240026_8_4_20_8,USA,SCO,20,14,0,SCO,1,0.4,0.6,70.94862128127284,0.26590981483459475,0.32999999999999996,-0.2
23240026,9,4,16,8,9,0.0,23240026_9_4,23240026_9_4_16_8,ESP,JPN,34,16,0,ESP,1,0.5,0.5,51.79937378448409,-0.7534211635589599,0.75,0.8
23240026,9,4,34,8,9,0.0,23240026_9_4,23240026_9_4_34_8,ESP,JPN,34,16,0,JPN,0,0.38461538461538464,0.6153846153846154,83.78720900694921,-0.4392618894577026,0.7866666666666666,1.0
23240026,9,5,18,8,9,0.0,23240026_9_5,23240026_9_5_18_8,SUI,EST,18,37,1,EST,0,0.45161290322580644,0.5483870967741935,33.73461096480332,0.4600089073181152,0.39333333333333337,0.0
23240026,9,5,37,8,9,0.0,23240026_9_5,23240026_9_5_37_8,SUI,EST,18,37,1,SUI,1,0.37142857142857144,0.6285714285714286,33.73461096480332,0.4600089073181152,0.39666666666666667,0.2
23240026,11,4,13,8,9,0.0,23240026_11_4,23240026_11_4_13_8,FRA,TUR,13,51,0,TUR,1,0.5454545454545454,0.45454545454545453,41.67559627292202,-1.2886871814727783,0.4833333333333333,-0.2
23240026,11,4,51,8,9,0.0,23240026_11_4,23240026_11_4_51_8,FRA,TUR,13,51,0,FRA,0,0.42857142857142855,0.5714285714285714,66.0699817809168,-1.5288231372833252,0.6076190476190476,0.0
23240026,13,1,13,8,9,0.0,23240026_13_1,23240026_13_1_13_8,ESP,FRA,34,13,0,ESP,1,0.5,0.5,60.51652744711747,0.6250856876373291,0.42000000000000004,0.4
23240026,13,1,34,8,9,0.0,23240026_13_1,23240026_13_1_34_8,ESP,FRA,34,13,0,FRA,0,0.42857142857142855,0.5714285714285714,69.3125934021148,0.5362727165222168,0.36666666666666664,0.4
23240026,16,1,19,8,9,0.0,23240026_16_1,23240026_16_1_19_8,CZE,SWE,22,19,1,CZE,1,0.5483870967741935,0.45161290322580644,56.87588384844887,1.394066619873047,0.5599999999999999,-1.2
23240026,16,1,22,8,9,0.0,23240026_16_1,23240026_16_1_22_8,CZE,SWE,22,19,1,SWE,0,0.5675675675675675,0.43243243243243246,81.65895289934676,1.348256778717041,0.4666666666666666,-0.8
23240026,16,2,30,8,9,2.0,23240026_16_2,23240026_16_2_30_8,NZL,KOR,30,44,1,KOR,1,0.5769230769230769,0.4230769230769231,205.53585581117582,1.8103425979614258,0.04,-0.8
23240026,16,2,44,8,9,0.0,23240026_16_2,23240026_16_2_44_8,NZL,KOR,30,44,1,NZL,0,0.6153846153846154,0.38461538461538464,273.25537820973324,2.4137901306152343,0.04,-1.8
23240026,16,4,14,8,9,0.0,23240026_16_4,23240026_16_4_14_8,SCO,CHN,14,43,1,CHN,0,0.6363636363636364,0.36363636363636365,74.64282899367863,0.21028432846069336,0.6528571428571428,-2.4
23240026,16,4,43,8,9,0.0,23240026_16_4,23240026_16_4_43_8,SCO,CHN,14,43,1,SCO,1,0.4,0.6,63.038465320909076,-0.10387494564056396,0.5666666666666667,-1.6
23240026,17,2,13,8,9,0.0,23240026_17_2,23240026_17_2_13_8,FRA,EST,13,37,0,EST,1,0.45161290322580644,0.5483870967741935,31.319891997981774,-0.9533807277679444,0.48809523809523814,-1.0
23240026,17,2,37,8,9,0.0,23240026_17_2,23240026_17_2_37_8,FRA,EST,13,37,0,FRA,0,0.42857142857142855,0.5714285714285714,29.35246150813598,-1.21009042263031,0.61,-0.2
23240026,18,3,43,8,9,1.0,23240026_18_3,23240026_18_3_43_8,CHN,KOR,43,44,1,KOR,1,0.5769230769230769,0.4230769230769231,201.0221461523519,0.032870524935424326,0.13833333333333334,2.0
23240026,18,3,44,8,9,0.0,23240026_18_3,23240026_18_3_44_8,CHN,KOR,43,44,1,CHN,0,0.6363636363636364,0.36363636363636365,233.77487306099178,0.05774152409285307,0.163015873015873,2.4
23240026,18,5,14,8,9,0.0,23240026_18_5,23240026_18_5_14_8,SWE,SCO,19,14,1,SWE,0,0.5675675675675675,0.43243243243243246,65.22423972289678,-1.5289125204086305,0.5133333333333333,-0.6
23240026,18,5,19,8,9,0.0,23240026_18_5,23240026_18_5_19_8,SWE,SCO,19,14,1,SCO,1,0.4,0.6,36.41286580480572,-0.9378977537155151,0.4,-0.4
23240026,45,1,22,8,9,0.0,23240026_45_1,23240026_45_1_22_8,CZE,TUR,22,51,0,TUR,0,0.5454545454545454,0.45454545454545453,52.91222698658019,1.5514279127120971,0.6461904761904762,0.0
23240026,45,1,51,8,9,0.0,23240026_45_1,23240026_45_1_51_8,CZE,TUR,22,51,0,CZE,1,0.5483870967741935,0.45161290322580644,31.625937146242183,1.2421107530593871,0.530952380952381,0.2
23240026,46,2,18,8,9,0.0,23240026_46_2,23240026_46_2_18_8,SUI,SWE,18,19,0,SWE,1,0.5675675675675675,0.43243243243243246,48.581297051327475,-1.2692675590515137,0.6433333333333333,-1.0
23240026,46,2,19,8,9,0.0,23240026_46_2,23240026_46_2_19_8,SUI,SWE,18,19,0,SUI,0,0.37142857142857144,0.6285714285714286,65.49071763211329,-0.9551082849502563,0.7233333333333334,-1.4
24250026,2,2,18,8,9,0.0,24250026_2_2,24250026_2_2_18_8,AUS,SUI,46,18,0,AUS,1,0.5757575757575758,0.42424242424242425,27.364210202379308,0.9498751640319825,0.4595238095238095,0.6
24250026,2,2,46,8,9,0.0,24250026_2_2,24250026_2_2_46_8,AUS,SUI,46,18,0,SUI,0,0.37142857142857144,0.6285714285714286,48.73510874386253,1.2640344381332398,0.5599999999999999,0.4
24250026,2,5,30,8,9,0.0,24250026_2_5,24250026_2_5_30_8,NZL,EST,30,37,0,EST,1,0.45161290322580644,0.5483870967741935,56.96469135879329,-1.1690438032150268,0.4333333333333333,0.2
24250026,2,5,37,8,9,0.0,24250026_2_5,24250026_2_5_37_8,NZL,EST,30,37,0,NZL,0,0.6153846153846154,0.38461538461538464,40.691117229334836,-1.0811340093612671,0.43619047619047624,-0.2
24250026,3,5,14,8,9,0.0,24250026_3_5,24250026_3_5_14_8,CHN,SCO,43,14,0,CHN,0,0.6363636363636364,0.36363636363636365,97.14429024844507,-1.1314631700515747,0.6433333333333333,-1.4
24250026,3,5,43,8,9,0.0,24250026_3_5,24250026_3_5_43_8,CHN,SCO,43,14,0,SCO,1,0.4,0.6,74.26629582294883,-1.0899528026580811,0.5966666666666667,-1.4
24250026,5,1,25,8,9,0.0,24250026_5_1,24250026_5_1_25_8,NED,CHN,25,43,0,CHN,0,0.6363636363636364,0.36363636363636365,70.90992627216094,0.20383027493953704,0.8033333333333333,0.8
24250026,5,1,43,8,9,0.0,24250026_5_1,24250026_5_1_43_8,NED,CHN,25,43,0,NED,1,0.5217391304347826,0.4782608695652174,47.7119633834684,0.03434749245643616,0.75,1.6
24250026,5,4,11,8,9,0.0,24250026_5_4,24250026_5_4_11_8,SCO,DEN,14,11,1,SCO,1,0.4,0.6,26.923529260895332,0.4096830368041992,0.5166666666666667,0.4
24250026,5,4,14,8,9,0.0,24250026_5_4,24250026_5_4_14_8,SCO,DEN,14,11,1,DEN,0,0.6521739130434783,0.34782608695652173,69.99210346146069,0.1698439121246338,0.6933333333333334,0.8
24250026,7,3,19,8,9,0.0,24250026_7_3,24250026_7_3_19_8,SWE,KOR,19,44,0,KOR,0,0.5769230769230769,0.4230769230769231,56.687258219012264,1.5707963705062866,0.699047619047619,2.6
24250026,7,3,44,8,9,0.0,24250026_7_3,24250026_7_3_44_8,SWE,KOR,19,44,0,SWE,1,0.5675675675675675,0.43243243243243246,41.700804609798,1.2566370964050293,0.6,2.4
24250026,9,1,14,8,9,0.0,24250026_9_1,24250026_9_1_14_8,SCO,KOR,14,44,0,KOR,0,0.5769230769230769,0.4230769230769231,98.97207074456962,0.19911896623671055,0.3833333333333333,0.4
24250026,9,1,44,8,9,0.0,24250026_9_1,24250026_9_1_44_8,SCO,KOR,14,44,0,SCO,1,0.4,0.6,158.5312701120535,-0.6985118921846152,0.4,0.2
24250026,10,2,16,8,9,0.0,24250026_10_2,24250026_10_2_16_8,NZL,JPN,30,16,1,NZL,1,0.6153846153846154,0.38461538461538464,119.29025521311095,1.2566370964050293,0.2866666666666667,0.8
24250026,10,2,30,8,9,0.0,24250026_10_2,24250026_10_2_30_8,NZL,JPN,30,16,1,JPN,0,0.38461538461538464,0.6153846153846154,194.82929360745666,1.5707963705062866,0.37,0.8
24250026,10,4,37,8,9,0.0,24250026_10_4,24250026_10_4_37_8,AUS,EST,46,37,1,AUS,0,0.5757575757575758,0.42424242424242425,163.6715704912121,-1.0744566440582275,0.21666666666666665,0.2
24250026,10,4,46,8,9,0.0,24250026_10_4,24250026_10_4_46_8,AUS,EST,46,37,1,EST,1,0.45161290322580644,0.5483870967741935,257.80202156564894,-0.9833664178848267,0.13333333333333333,0.8
24250026,11,4,14,8,9,0.0,24250026_11_4,24250026_11_4_14_8,ITA,SCO,24,14,1,ITA,1,0.6410256410256411,0.358974358974359,38.32830414763981,0.6222598075866699,0.6833333333333333,0.6
24250026,11,4,24,8,9,0.0,24250026_11_4,24250026_11_4_24_8,ITA,SCO,24,14,1,SCO,0,0.4,0.6,66.42212126774291,0.3020417928695679,0.8533333333333333,0.6
24250026,14,5,22,8,9,1.0,24250026_14_5,24250026_14_5_22_8,ESP,CZE,34,22,1,ESP,1,0.5,0.5,365.7920664140246,-0.11000768542289734,0.0,0.2
24250026,14,5,34,8,9,0.0,24250026_14_5,24250026_14_5_34_8,ESP,CZE,34,22,1,CZE,0,0.5483870967741935,0.45161290322580644,324.9340163825959,0.38255277574062346,0.0,1.6
24250026,15,3,19,8,9,0.0,24250026_15_3,24250026_15_3_19_8,ITA,SWE,24,19,0,ITA,0,0.6410256410256411,0.358974358974359,311.2789707321048,2.4137901306152343,0.0,-1.4
24250026,15,3,24,8,9,2.0,24250026_15_3,24250026_15_3_24_8,ITA,SWE,24,19,0,SWE,1,0.5675675675675675,0.43243243243243246,261.79286375151685,1.9953277111053467,0.06666666666666667,-1.2
24250026,15,5,25,8,9,0.0,24250026_15_5,24250026_15_5_25_8,NED,KOR,25,44,0,KOR,1,0.5769230769230769,0.4230769230769231,20.48506816142076,-1.2011571407318116,0.4833333333333333,-0.8
24250026,15,5,44,8,9,0.0,24250026_15_5,24250026_15_5_44_8,NED,KOR,25,44,0,NED,0,0.5217391304347826,0.4782608695652174,46.57910738063059,-0.9501575231552124,0.6533333333333333,-0.2
24250026,18,2,17,8,9,0.0,24250026_18_2,24250026_18_2_17_8,NOR,TUR,17,51,1,TUR,0,0.5454545454545454,0.45454545454545453,155.55254298011832,1.2758904695510864,0.27999999999999997,3.2
24250026,18,2,51,8,9,1.0,24250026_18_2,24250026_18_2_51_8,NOR,TUR,17,51,1,NOR,1,0.5609756097560976,0.43902439024390244,81.59539667077499,1.0207123756408691,0.25,2.8
24250026,18,3,30,8,9,0.0,24250026_18_3,24250026_18_3_30_8,AUS,NZL,46,30,0,AUS,0,0.5757575757575758,0.42424242424242425,167.1766068519294,2.450633335113525,0.22000000000000003,-1.8
24250026,18,3,46,8,9,1.0,24250026_18_3,24250026_18_3_46_8,AUS,NZL,46,30,0,NZL,1,0.6153846153846154,0.38461538461538464,174.80503502893623,2.450633335113525,0.16666666666666666,-1.4
24250026,46,3,10,8,9,0.0,24250026_46_3,24250026_46_3_10_8,CAN,USA,10,20,1,USA,1,0.425,0.575,19.487962085766263,-0.942477822303772,0.2571428571428571,0.6
24250026,46,3,20,8,9,0.0,24250026_46_3,24250026_46_3_20_8,CAN,USA,10,20,1,CAN,0,0.5897435897435898,0.41025641025641024,86.43012851507606,-1.252791404724121,0.24666666666666667,0.2
