GameUID,EndID,TeamID,PowerPlay,Result,Has_Hammer,OpponentNOC,PP_Right,PP_Left,BurialDepth,GuardAngle,ClusterIndex,SideOpenness,OpeningShotPoints,OpeningTask1,OpeningTask2,OpeningTask3
0_1_3,5,22,0.0,1,1,NOR,0.5609756097560976,0.4390243902439024,80.07791715894419,1.533652377128601,0.6667099567099567,2.0,8,Draw,Raise / Tap-back,Raise / Tap-back
0_1_3,6,17,1.0,2,1,CZE,0.5483870967741935,0.4516129032258064,358.9567769218869,0.1545569285750389,0.0666666666666666,3.2,11,Draw,Clearing,Take-out
0_1_3,6,22,0.0,0,0,NOR,0.5609756097560976,0.4390243902439024,524.5101248990734,0.3621324941515922,0.0666666666666666,3.0,7,Draw,Draw,Take-out
0_1_3,7,17,0.0,1,0,CZE,0.5483870967741935,0.4516129032258064,255.06931046234217,1.2758904695510864,0.1619047619047619,3.8,12,Raise / Tap-back,Draw,Draw
0_1_3,7,22,1.0,0,1,NOR,0.5609756097560976,0.4390243902439024,252.10077464192645,1.2758904695510864,0.19,3.4,12,Draw,Raise / Tap-back,Take-out
0_1_3,8,17,0.0,0,0,CZE,0.5483870967741935,0.4516129032258064,118.82891271247608,1.5707963705062866,0.5787301587301588,0.0,9,Draw,Draw,Draw
0_1_3,8,22,0.0,3,1,NOR,0.5609756097560976,0.4390243902439024,104.07239701805256,1.5707963705062866,0.5442424242424242,-0.2,6,Draw,Draw,Draw
0_1_3,9,17,0.0,0,1,CZE,0.5483870967741935,0.4516129032258064,122.52421872892774,-0.9857062816619871,0.6211904761904762,-1.6,11,Draw,Draw,Double Take-out
0_1_3,9,22,0.0,1,0,NOR,0.5609756097560976,0.4390243902439024,116.66996974992576,-1.539844012260437,0.6545238095238095,-1.4,9,Draw,Draw,Draw
0_1_4,1,18,0.0,0,0,CHN,0.6363636363636364,0.3636363636363636,150.020394719824,-0.9528581142425536,0.7254761904761905,1.0,11,Draw,Draw,Draw
0_1_4,1,43,0.0,1,1,SUI,0.3714285714285714,0.6285714285714286,171.331275653618,-0.3349198579788208,0.6595238095238095,1.0,7,Draw,Draw,Raise / Tap-back
0_1_4,2,18,0.0,0,1,CHN,0.6363636363636364,0.3636363636363636,102.42703303950312,0.0998348474502563,0.7533333333333333,-0.6,11,Draw,Double Take-out,Raise / Tap-back
0_1_4,2,43,0.0,1,0,SUI,0.3714285714285714,0.6285714285714286,83.1286692099942,0.8353156089782715,0.700952380952381,-1.4,10,Draw,Draw,Draw
0_1_4,3,18,0.0,0,1,CHN,0.6363636363636364,0.3636363636363636,81.42450777596223,1.5261897325515748,0.5009523809523809,0.6,3,Draw,Draw,Raise / Tap-back
0_1_4,3,43,0.0,1,0,SUI,0.3714285714285714,0.6285714285714286,81.42450777596223,1.533563446998596,0.4555555555555555,0.2,11,Draw,Draw,Guard
0_1_4,4,18,0.0,2,1,CHN,0.6363636363636364,0.3636363636363636,63.137170018658026,1.5707963705062866,0.6283333333333333,0.2,11,Draw,Draw,Draw
0_1_4,4,43,0.0,0,0,SUI,0.3714285714285714,0.6285714285714286,63.137170018658026,1.5707963705062866,0.61004329004329,0.4,10,Draw,Draw,Guard
0_1_4,5,18,0.0,0,0,CHN,0.6363636363636364,0.3636363636363636,97.03073265799873,-1.5707963705062866,0.7758730158730158,0.2,10,Draw,Raise / Tap-back,Draw
0_1_4,5,43,0.0,1,1,SUI,0.3714285714285714,0.6285714285714286,115.47186076412976,-1.5707963705062866,0.7777777777777778,0.4,10,Raise / Tap-back,Draw,Raise / Tap-back
0_1_4,6,18,1.0,3,1,CHN,0.6363636363636364,0.3636363636363636,242.98264891314597,1.2758904695510864,0.1904761904761904,4.2,3,Draw,Draw,Hit and Roll
0_1_4,6,43,0.0,0,0,SUI,0.3714285714285714,0.6285714285714286,261.1736976194508,1.2758904695510864,0.1876190476190476,4.8,8,Draw,Draw,Draw
0_1_4,7,18,0.0,0,0,CHN,0.6363636363636364,0.3636363636363636,259.18913570086085,3.044354009628296,0.2138095238095238,-3.8,4,Draw,Raise / Tap-back,Hit and Roll
0_1_4,7,43,2.0,2,1,SUI,0.3714285714285714,0.6285714285714286,214.41161987714716,3.053392791748047,0.2709523809523809,-4.2,10,Draw,Draw,Draw
0_1_4,8,18,0.0,1,1,CHN,0.6363636363636364,0.3636363636363636,47.51841748206689,1.4899459600448608,0.5865079365079364,-0.8,4,Draw,Draw,Clearing
0_1_4,8,43,0.0,0,0,SUI,0.3714285714285714,0.6285714285714286,49.07818733440497,1.5101585626602172,0.6107936507936508,-1.2,12,Draw,Draw,Guard
0_1_4,9,18,0.0,0,0,CHN,0.6363636363636364,0.3636363636363636,102.939416221681,-1.5707963705062866,0.6333333333333334,0.8,9,Draw,Guard,Draw
0_1_4,9,43,0.0,1,1,SUI,0.3714285714285714,0.6285714285714286,105.43261583470743,-1.1158762931823731,0.53,0.6,11,Wick / Soft Peeling,Hit and Roll,Clearing
0_2_1,1,43,0.0,1,1,AUS,0.5757575757575758,0.4242424242424242,122.29259624729605,-0.5732834815979004,0.5642857142857143,-1.4,12,Draw,Draw,Draw
0_2_1,1,46,0.0,0,0,CHN,0.6363636363636364,0.3636363636363636,124.85819061428678,-0.6157149314880371,0.5704761904761905,-0.6,6,Draw,Draw,Take-out
0_2_1,2,43,0.0,0,0,AUS,0.5757575757575758,0.4242424242424242,64.60953732972852,-1.5707963705062866,0.4466666666666666,2.4,12,Draw,Guard,Guard
0_2_1,2,46,0.0,1,1,CHN,0.6363636363636364,0.3636363636363636,73.46612677900242,-1.5707963705062866,0.4346031746031745,2.2,4,Draw,Double Take-out,Double Take-out
0_2_1,3,43,0.0,2,1,AUS,0.5757575757575758,0.4242424242424242,57.54344402468978,1.5707963705062866,0.7780952380952381,-2.4,12,Raise / Tap-back,Raise / Tap-back,Raise / Tap-back
0_2_1,3,46,0.0,0,0,CHN,0.6363636363636364,0.3636363636363636,68.27366274970619,1.5707963705062866,0.7647619047619048,-2.4,8,Draw,Draw,Hit and Roll
0_2_1,4,43,0.0,0,0,AUS,0.5757575757575758,0.4242424242424242,317.6444653402938,-0.3448470324277878,0.4533333333333333,1.4,11,Draw,Draw,Double Take-out
0_2_1,4,46,0.0,0,1,CHN,0.6363636363636364,0.3636363636363636,352.467556801212,-0.3402072817087173,0.3833333333333333,1.0,12,Raise / Tap-back,Draw,Draw
0_2_1,5,43,0.0,1,1,AUS,0.5757575757575758,0.4242424242424242,142.23591872969482,2.2302075624465942,0.2299999999999999,0.0,7,Draw,Promotion Take-out,Double Take-out
0_2_1,5,46,0.0,0,0,CHN,0.6363636363636364,0.3636363636363636,108.78540046426932,2.04309606552124,0.26,-0.4,11,Draw,Draw,Guard
0_2_1,6,43,0.0,0,0,AUS,0.5757575757575758,0.4242424242424242,285.0906586828898,-0.3091372013092041,0.1769047619047619,5.8,12,Draw,Draw,Take-out
0_2_1,6,46,1.0,3,1,CHN,0.6363636363636364,0.3636363636363636,209.15585597771428,-0.3548177510499954,0.2904761904761904,6.0,11,Raise / Tap-back,Raise / Tap-back,Draw
0_2_1,7,43,1.0,2,1,AUS,0.5757575757575758,0.4242424242424242,198.38770157936577,1.2758904695510864,0.2542424242424242,1.8,6,Wick / Soft Peeling,Raise / Tap-back,Draw
0_2_1,7,46,0.0,0,0,CHN,0.6363636363636364,0.3636363636363636,196.9508259855077,1.2758904695510864,0.2261471861471861,1.8,11,Draw,Draw,Guard
0_2_1,8,43,0.0,0,0,AUS,0.5757575757575758,0.4242424242424242,52.46383116741861,-1.6793916940689086,0.7980952380952381,0.8,12,Draw,Draw,Raise / Tap-back
0_2_1,8,46,0.0,1,1,CHN,0.6363636363636364,0.3636363636363636,42.84623458760701,-1.6859561204910278,0.8222222222222222,0.4,11,Draw,Raise / Tap-back,Raise / Tap-back
0_2_2,1,19,0.0,1,1,CZE,0.5483870967741935,0.4516129032258064,49.06756567068584,-1.7972204685211182,0.5633333333333332,-2.8,9,Draw,Double Take-out,Double Take-out
0_2_2,1,22,0.0,0,0,SWE,0.5675675675675675,0.4324324324324324,45.94483101998565,-1.7226229429244997,0.48,-2.2,10,Draw,Draw,Draw
0_2_2,2,19,0.0,0,0,CZE,0.5483870967741935,0.4516129032258064,53.286465270212815,1.5682739734649658,0.6473015873015873,-1.4,10,Draw,Draw,Raise / Tap-back
0_2_2,2,22,0.0,1,1,SWE,0.5675675675675675,0.4324324324324324,74.28824029211528,1.565751576423645,0.6416666666666667,-2.2,10,Draw,Raise / Tap-back,Raise / Tap-back
0_2_2,3,19,0.0,0,1,CZE,0.5483870967741935,0.4516129032258064,34.14310123708676,-1.562696099281311,0.74,0.2,12,Draw,Draw,Raise / Tap-back
0_2_2,3,22,0.0,1,0,SWE,0.5675675675675675,0.4324324324324324,45.35129750777181,-1.564955902099609,0.7253679653679653,-0.6,10,Draw,Draw,Raise / Tap-back
0_2_2,4,19,0.0,1,1,CZE,0.5483870967741935,0.4516129032258064,54.06974363174403,-1.6007872819900513,0.6233333333333333,-2.2,10,Draw,Draw,Draw
0_2_2,4,22,0.0,0,0,SWE,0.5675675675675675,0.4324324324324324,59.72005891887795,-1.600421404838562,0.6608369408369408,-2.0,12,Draw,Draw,Draw
0_2_2,5,19,0.0,1,0,CZE,0.5483870967741935,0.4516129032258064,43.01162633521314,2.1898142099380493,0.6076190476190476,-2.6,10,Draw,Draw,Front
0_2_2,5,22,0.0,0,1,SWE,0.5675675675675675,0.4324324324324324,43.01162633521314,2.4993231296539307,0.5833333333333333,-2.6,11,Draw,Draw,Clearing
0_2_2,6,19,0.0,0,0,CZE,0.5483870967741935,0.4516129032258064,323.4531679758954,2.0511033058166506,0.0999999999999999,-1.0,8,Wick / Soft Peeling,Draw,Draw
0_2_2,6,22,2.0,2,1,SWE,0.5675675675675675,0.4324324324324324,263.2337127605227,2.0511033058166506,0.18,-1.0,8,Draw,Draw,Take-out
0_2_2,7,19,2.0,2,1,CZE,0.5483870967741935,0.4516129032258064,235.98185909742173,-2.405434274673462,0.18,-4.2,7,Draw,Promotion Take-out,Hit and Roll
0_2_2,7,22,0.0,0,0,SWE,0.5675675675675675,0.4324324324324324,237.07791049492016,-2.465462827682495,0.1633333333333333,-3.4,8,Draw,Draw,Double Take-out
0_2_2,8,19,0.0,2,0,CZE,0.5483870967741935,0.4516129032258064,62.374852460203726,1.5707963705062866,0.7011904761904761,1.6,10,Draw,Draw,Raise / Tap-back
0_2_2,8,22,0.0,0,1,SWE,0.5675675675675675,0.4324324324324324,71.99898574145564,1.5707963705062866,0.7042857142857143,1.8,12,Draw,Raise / Tap-back,Hit and Roll
0_2_3,1,20,0.0,1,1,ITA,0.6410256410256411,0.358974358974359,33.94112549695428,-1.5707963705062866,0.7595238095238095,-0.6,8,Draw,Raise / Tap-back,Raise / Tap-back
0_2_3,1,24,0.0,0,0,USA,0.425,0.575,39.41177473414099,-1.5707963705062866,0.7361904761904763,0.0,8,Draw,Raise / Tap-back,Draw
0_2_3,2,20,0.0,0,0,ITA,0.6410256410256411,0.358974358974359,105.27737103164138,1.159725058078766,0.4466666666666666,-0.2,9,Draw,Draw,Clearing
0_2_3,2,24,0.0,4,1,USA,0.425,0.575,59.04978068104335,1.159725058078766,0.4666666666666666,-1.0,11,Draw,Draw,Raise / Tap-back
0_2_3,3,20,0.0,0,1,ITA,0.6410256410256411,0.358974358974359,45.14597194002128,-1.6686717987060546,0.655952380952381,0.6,9,Raise / Tap-back,Draw,Raise / Tap-back
0_2_3,3,24,0.0,1,0,USA,0.425,0.575,54.13030240339437,-1.5707963705062866,0.6695238095238094,1.0,9,Draw,Raise / Tap-back,Draw
0_2_3,4,20,0.0,1,1,ITA,0.6410256410256411,0.358974358974359,36.79250985097745,-2.071077489852905,0.6416666666666667,-1.4,9,Draw,Raise / Tap-back,Raise / Tap-back
0_2_3,4,24,0.0,0,0,USA,0.425,0.575,43.39958294031414,-1.8203381299972532,0.6869841269841269,-1.0,10,Draw,Draw,Raise / Tap-back
0_2_3,5,20,0.0,1,0,ITA,0.6410256410256411,0.358974358974359,50.3031535715997,1.5707963705062866,0.6278210678210678,-1.4,11,Draw,Draw,Draw
0_2_3,5,24,0.0,0,1,USA,0.425,0.575,56.3936507120229,1.5707963705062866,0.5900000000000001,-1.4,4,Raise / Tap-back,Raise / Tap-back,Raise / Tap-back
0_2_3,6,20,0.0,1,0,ITA,0.6410256410256411,0.358974358974359,274.5994050132328,1.5219646215438842,0.1066666666666666,1.0,10,Front,Front,Draw
0_2_3,6,24,1.0,0,1,USA,0.425,0.575,307.9390045866154,1.603989338874817,0.0733333333333333,2.0,8,Draw,Clearing,Take-out
0_2_3,7,20,0.0,0,0,ITA,0.6410256410256411,0.358974358974359,43.586987948149655,1.215210896730423,0.7536507936507937,-1.0,6,Draw,Raise / Tap-back,Raise / Tap-back
0_2_3,7,24,0.0,1,1,USA,0.425,0.575,35.87628260793899,0.8596254229545593,0.75,-1.2,12,Raise / Tap-back,Raise / Tap-back,Raise / Tap-back
0_2_3,8,20,2.0,0,1,ITA,0.6410256410256411,0.358974358974359,179.0058157345306,3.017237663269043,0.1376984126984127,-2.8,6,Draw,Take-out,Double Take-out
0_2_3,8,24,0.0,2,0,USA,0.425,0.575,158.3518909795372,3.017237663269043,0.1693650793650793,-3.2,12,Front,Draw,Draw
0_2_4,1,10,0.0,1,1,GBR,0.4444444444444444,0.5555555555555556,85.22139390043142,1.5707963705062866,0.3666666666666667,0.4,8,Raise / Tap-back,Take-out,Raise / Tap-back
0_2_4,1,27,0.0,0,0,CAN,0.5897435897435898,0.4102564102564102,79.58909516427795,1.5707963705062866,0.44,0.4,10,Draw,Raise / Tap-back,Hit and Roll
0_2_4,2,10,0.0,0,0,GBR,0.4444444444444444,0.5555555555555556,144.93715577690415,-0.2474093198776245,0.4933333333333333,-0.6,9,Draw,Guard,Guard
0_2_4,2,27,0.0,1,1,CAN,0.5897435897435898,0.4102564102564102,164.64499299967528,-0.2474093198776245,0.4333333333333333,-0.6,8,Draw,Clearing,Raise / Tap-back
0_2_4,3,10,0.0,0,1,GBR,0.4444444444444444,0.5555555555555556,123.73781261433528,1.5707963705062866,0.3416666666666667,0.8,6,Draw,Draw,Raise / Tap-back
0_2_4,3,27,0.0,1,0,CAN,0.5897435897435898,0.4102564102564102,136.86890630716763,1.5707963705062866,0.3395238095238095,-0.2,6,Draw,Raise / Tap-back,Draw
0_2_4,4,10,0.0,1,1,GBR,0.4444444444444444,0.5555555555555556,47.79613050203315,1.480564308166504,0.704047619047619,-1.6,8,Draw,Draw,Draw
0_2_4,4,27,0.0,0,0,CAN,0.5897435897435898,0.4102564102564102,51.52288172078214,1.5707963705062866,0.6666666666666666,-1.6,10,Draw,Draw,Draw
0_2_4,5,10,0.0,0,0,GBR,0.4444444444444444,0.5555555555555556,46.69884829338739,-1.5586018562316897,0.6628571428571428,2.0,9,Draw,Draw,Draw
0_2_4,5,27,0.0,1,1,CAN,0.5897435897435898,0.4102564102564102,44.66605396869949,-1.5586018562316897,0.7166666666666666,2.0,12,Draw,Draw,Raise / Tap-back
0_2_4,6,10,1.0,2,1,GBR,0.4444444444444444,0.5555555555555556,288.2581125907887,1.222257709503174,0.0833333333333333,2.4,12,Draw,Draw,Draw
0_2_4,6,27,0.0,0,0,CAN,0.5897435897435898,0.4102564102564102,319.9726006354509,1.222257709503174,0.04,2.6,6,Raise / Tap-back,Draw,Promotion Take-out
0_2_4,7,10,0.0,0,0,GBR,0.4444444444444444,0.5555555555555556,329.5031417144361,-0.1835220590233802,0.15,2.0,7,Wick / Soft Peeling,Draw,Double Take-out
0_2_4,7,27,1.0,2,1,CAN,0.5897435897435898,0.4102564102564102,270.4894025609538,-0.1835220590233802,0.1833333333333333,2.2,6,Draw,Take-out,Draw
0_2_4,8,10,0.0,0,1,GBR,0.4444444444444444,0.5555555555555556,54.76238030600714,-0.1069549560546875,0.4990476190476191,0.8,10,Raise / Tap-back,Draw,Clearing
0_2_4,8,27,0.0,1,0,CAN,0.5897435897435898,0.4102564102564102,55.49404415562422,0.4280507326126098,0.5704761904761905,1.2,11,Draw,Draw,Draw
0_3_1,1,18,0.0,1,1,ITA,0.6410256410256411,0.358974358974359,28.863696040935917,0.0860082387924194,0.6776190476190476,1.6,12,Draw,Draw,Double Take-out
0_3_1,1,24,0.0,0,0,SUI,0.3714285714285714,0.6285714285714286,39.893415833758816,0.5631713390350341,0.679047619047619,2.0,12,Draw,Draw,Guard
0_3_1,2,18,0.0,0,0,ITA,0.6410256410256411,0.358974358974359,62.03231102330501,-1.534151315689087,0.6723809523809524,0.2,11,Draw,Raise / Tap-back,Raise / Tap-back
0_3_1,2,24,0.0,3,1,SUI,0.3714285714285714,0.6285714285714286,47.02297478445981,-1.534151315689087,0.6666666666666666,0.2,12,Draw,Draw,Take-out
0_3_1,3,18,0.0,2,1,ITA,0.6410256410256411,0.358974358974359,19.59365862780465,1.5618452787399293,0.7487012987012986,1.6,8,Draw,Draw,Raise / Tap-back
0_3_1,3,24,0.0,0,0,SUI,0.3714285714285714,0.6285714285714286,34.80398242745398,1.5618452787399293,0.7347619047619047,1.6,12,Draw,Draw,Draw
0_3_1,4,18,0.0,0,0,ITA,0.6410256410256411,0.358974358974359,40.90259719105016,-1.54940927028656,0.7657720057720058,0.8,11,Draw,Draw,Draw
0_3_1,4,24,0.0,1,1,SUI,0.3714285714285714,0.6285714285714286,31.223214690843093,-1.54940927028656,0.7816666666666666,1.0,12,Draw,Raise / Tap-back,Raise / Tap-back
0_3_1,5,18,0.0,0,1,ITA,0.6410256410256411,0.358974358974359,58.565327338301344,1.0539369344711305,0.7758730158730158,-0.2,8,Draw,Draw,Raise / Tap-back
0_3_1,5,24,0.0,1,0,SUI,0.3714285714285714,0.6285714285714286,46.68589578423579,1.5707963705062866,0.765,-0.4,12,Draw,Draw,Draw
0_3_1,6,18,1.0,3,1,ITA,0.6410256410256411,0.358974358974359,300.7708796409285,1.2758904695510864,0.0619047619047619,3.8,8,Draw,Draw,Draw
0_3_1,6,24,0.0,0,0,SUI,0.3714285714285714,0.6285714285714286,295.97043839577714,1.2758904695510864,0.1205555555555555,3.4,11,Front,Draw,Take-out
0_3_1,7,18,0.0,0,0,ITA,0.6410256410256411,0.358974358974359,317.4968133995118,3.017237663269043,0.08,-3.4,10,Draw,Draw,Take-out
0_3_1,7,24,2.0,2,1,SUI,0.3714285714285714,0.6285714285714286,291.640417491949,3.017237663269043,0.1522222222222222,-2.8,12,Draw,Wick / Soft Peeling,Take-out
0_3_1,8,18,0.0,1,1,ITA,0.6410256410256411,0.358974358974359,26.444406999202062,1.5640777349472046,0.8294444444444444,-0.6,12,Draw,Raise / Tap-back,Draw
0_3_1,8,24,0.0,0,0,SUI,0.3714285714285714,0.6285714285714286,33.71747153556471,1.5640777349472046,0.7997619047619048,0.0,10,Draw,Draw,Draw
0_3_1,9,18,0.0,0,0,ITA,0.6410256410256411,0.358974358974359,157.50087771535854,-1.0836012363433838,0.4133333333333334,0.8,10,Draw,Guard,Guard
0_3_1,9,24,0.0,1,1,SUI,0.3714285714285714,0.6285714285714286,129.94786409235672,-1.0836012363433838,0.4466666666666666,0.6,11,Wick / Soft Peeling,Clearing,Clearing
0_3_2,1,17,0.0,0,0,USA,0.425,0.575,43.72617715451014,-1.5760594606399536,0.6382106782106782,-0.8,10,Draw,Draw,Draw
0_3_2,1,20,0.0,1,1,NOR,0.5609756097560976,0.4390243902439024,38.58756276314948,-1.5760594606399536,0.625,-0.2,11,Draw,Draw,Draw
0_3_2,2,17,0.0,1,1,USA,0.425,0.575,54.10812954513227,1.5707963705062866,0.7006060606060606,1.6,10,Draw,Draw,Draw
0_3_2,2,20,0.0,0,0,NOR,0.5609756097560976,0.4390243902439024,51.44144821806536,1.5707963705062866,0.679018759018759,1.2,10,Draw,Draw,Draw
0_3_2,3,17,0.0,0,0,USA,0.425,0.575,30.174806375577788,-1.5633337497711182,0.5696392496392496,0.0,10,Draw,Draw,Guard
0_3_2,3,20,0.0,2,1,NOR,0.5609756097560976,0.4390243902439024,15.112538285537727,-1.5633337497711182,0.5833333333333333,-0.6,10,Draw,Draw,Draw
0_3_2,4,17,0.0,2,1,USA,0.425,0.575,225.44349468973385,1.5707963705062866,0.246031746031746,0.8,8,Draw,Double Take-out,Draw
0_3_2,4,20,0.0,0,0,NOR,0.5609756097560976,0.4390243902439024,137.2117376548507,1.5707963705062866,0.3616666666666666,0.6,9,Draw,Draw,Draw
0_3_2,5,17,0.0,0,0,USA,0.425,0.575,85.03107893800788,-1.5760781526565553,0.6066666666666667,-0.2,11,Draw,Draw,Guard
